,oat,bldg,2010_bldg,2010_shed_pct,2010_shed_W_ft2,WWR,R-value
2017-05-01 11:00:00,66.92,100.14625320290124,94.7373740289118,0.05400984073525886,0.10085923722662496,0.27673652,10.14700578
2017-05-01 12:00:00,68.8325,105.98213300028513,96.88078713455923,0.0857473157460778,0.16971257301644477,0.27673652,10.14700578
2017-05-01 13:00:00,71.2175,106.84620799492019,95.5031518657095,0.10608705269820459,0.21151368928937678,0.27673652,10.14700578
2017-05-01 14:00:00,71.96000000000001,109.81362561657207,96.34913454998969,0.12259368902942341,0.25107203450776394,0.27673652,10.14700578
2017-05-01 15:00:00,71.96000000000001,115.86013675578914,100.66635049326251,0.131137831116383,0.2833181595906361,0.27673652,10.14700578
2017-05-01 16:00:00,70.16,79.77354641743518,73.50660882719217,0.07845412281630096,0.11685943145824995,0.27673652,10.14700578
2017-05-02 11:00:00,69.50750000000001,103.47310833006335,97.43352647133342,0.058300027404154534,0.11261993471190283,0.27673652,10.14700578
2017-05-02 12:00:00,72.29750000000001,110.80400692419366,100.09063345860618,0.09662904733470101,0.19977201211284185,0.27673652,10.14700578
2017-05-02 13:00:00,73.60249999999999,110.48113940405482,97.96630218023695,0.11319550754309712,0.23336386260568864,0.27673652,10.14700578
2017-05-02 14:00:00,75.17750000000001,115.02086362673998,99.3688824282667,0.1360174097868882,0.2918621093173955,0.27673652,10.14700578
2017-05-02 15:00:00,77.27000000000001,121.95835798081997,103.77610234161962,0.1490932582961481,0.3390440747221666,0.27673652,10.14700578
2017-05-02 16:00:00,77.405,85.02994507385796,80.05276358754658,0.05847313884376598,0.09280938103810288,0.27673652,10.14700578
2017-05-03 11:00:00,76.5275,111.4226269789931,101.9588660412598,0.08485448040504165,0.1764705179707115,0.27673652,10.14700578
2017-05-03 12:00:00,79.88,118.94108220473522,104.18186366784735,0.12400466690879647,0.2752147858746901,0.27673652,10.14700578
2017-05-03 13:00:00,80.96000000000001,118.21572318976186,101.39907754432947,0.1422082964852576,0.3135795786796527,0.27673652,10.14700578
2017-05-03 14:00:00,79.72250000000001,119.92975820911224,102.00943043259946,0.14941236009690728,0.33415991229418895,0.27673652,10.14700578
2017-05-03 15:00:00,77.7425,121.75475582164505,105.86923392863822,0.13043489454157517,0.2962169369174096,0.27673652,10.14700578
2017-05-03 16:00:00,77.67500000000001,86.69048399073405,81.04983703194254,0.06506468401529072,0.10518100542238216,0.27673652,10.14700578
2017-05-04 11:00:00,71.89250000000001,107.96816534452424,99.68753633870614,0.07666702004863109,0.15440868586965922,0.27673652,10.14700578
2017-05-04 12:00:00,74.84,116.5213408817555,102.48085252714901,0.12042039447858749,0.26181264180291103,0.27673652,10.14700578
2017-05-04 13:00:00,77.27000000000001,116.87173044880436,100.38384900343036,0.14100342911944552,0.3074491207088463,0.27673652,10.14700578
2017-05-04 14:00:00,78.08000000000001,120.0320329766545,100.9048345139102,0.15933775308176487,0.356664400364442,0.27673652,10.14700578
2017-05-04 15:00:00,78.6425,125.9319539370016,105.15048291042439,0.1650243517759521,0.3875115802673456,0.27673652,10.14700578
2017-05-04 16:00:00,78.4175,87.60559056974832,79.62049181487116,0.09108526013290348,0.14889794053250474,0.27673652,10.14700578
2017-05-05 11:00:00,71.2175,107.68381135534598,98.77325286554961,0.08273615651053964,0.16615496549929837,0.27673652,10.14700578
2017-05-05 12:00:00,73.1975,114.79109253451699,100.92228697072701,0.120773894337889,0.25861127701555114,0.27673652,10.14700578
2017-05-05 13:00:00,75.8525,115.74875483387754,99.23463544523337,0.14253182855622307,0.30793837899314136,0.27673652,10.14700578
2017-05-05 14:00:00,77.0,120.10589180931007,100.57375611413148,0.1626024326510323,0.3642152550007191,0.27673652,10.14700578
2017-05-05 15:00:00,77.67500000000001,127.14266503662235,105.37943542320997,0.17117244447254895,0.405818408544275,0.27673652,10.14700578
2017-05-05 16:00:00,78.08000000000001,90.17448839763793,79.9706054843555,0.11314104461737086,0.19027155428661185,0.27673652,10.14700578
2017-05-08 11:00:00,86.83250000000001,118.56645251773207,106.56523560188828,0.10121067313693838,0.22378639732684036,0.27673652,10.14700578
2017-05-08 12:00:00,88.65499999999999,126.0956849575017,108.61836298572291,0.13853239021480374,0.32589919392442,0.27673652,10.14700578
2017-05-08 13:00:00,89.06,125.60654886619463,105.9200707707592,0.1566666916503866,0.3670932739508358,0.27673652,10.14700578
2017-05-08 14:00:00,89.6225,129.72127042922835,107.23411851142541,0.17333459309056368,0.419317369989613,0.27673652,10.14700578
2017-05-08 15:00:00,89.96000000000001,137.21065169195626,112.33127975015196,0.18131900094355585,0.4639250380734744,0.27673652,10.14700578
2017-05-08 16:00:00,89.39750000000001,98.88148609748838,86.46295095845059,0.12555732630190905,0.23156811999399174,0.27673652,10.14700578
2017-05-09 11:00:00,81.29750000000001,121.4840437443016,104.19160441097944,0.1423400335865258,0.3224516919020318,0.27673652,10.14700578
2017-05-09 12:00:00,82.60249999999999,128.14954911477608,105.79699070364865,0.17440257868131268,0.41680760817348056,0.27673652,10.14700578
2017-05-09 13:00:00,83.615,126.67819156143732,102.68456566085598,0.1893567180761873,0.44740855337848406,0.27673652,10.14700578
2017-05-09 14:00:00,84.13250000000001,130.01629118390923,103.70771557062875,0.20234480602124738,0.49057536386366196,0.27673652,10.14700578
2017-05-09 15:00:00,86.0,138.3197760378202,109.49779232992938,0.20836731579446144,0.5374428229262849,0.27673652,10.14700578
2017-05-09 16:00:00,86.405,99.70384487337033,84.5321145406017,0.15215997211472398,0.2829068832096784,0.27673652,10.14700578
