model_Id,hvac_tstat,event_start,event_hours,precool_hours,precool_degF,reset_degF
"DF_71_10_4_[4, 6]_0_4",71,10,4,6,0,4
"DF_71_10_4_[4, 6]_0_6",71,10,4,6,0,6
"DF_71_10_4_[4, 6]_2_0",71,10,4,6,2,0
"DF_71_10_4_[4, 6]_2_2",71,10,4,6,2,2
"DF_71_10_4_[4, 6]_2_4",71,10,4,6,2,4
"DF_71_10_4_[4, 6]_2_6",71,10,4,6,2,6
"DF_71_10_6_[4, 6]_0_0",71,10,6,4,0,0
"DF_71_10_6_[4, 6]_0_2",71,10,6,4,0,2
"DF_71_10_6_[4, 6]_0_4",71,10,6,4,0,4
"DF_71_10_6_[4, 6]_0_6",71,10,6,4,0,6
"DF_71_10_6_[4, 6]_2_0",71,10,6,4,2,0
"DF_71_10_6_[4, 6]_2_2",71,10,6,4,2,2
"DF_71_10_6_[4, 6]_2_4",71,10,6,4,2,4
"DF_71_10_6_[4, 6]_2_6",71,10,6,4,2,6
"DF_71_10_6_[4, 6]_0_0",71,10,6,6,0,0
"DF_71_10_6_[4, 6]_0_2",71,10,6,6,0,2
"DF_71_10_6_[4, 6]_0_4",71,10,6,6,0,4
"DF_71_10_6_[4, 6]_0_6",71,10,6,6,0,6
"DF_71_10_6_[4, 6]_2_0",71,10,6,6,2,0
"DF_71_10_6_[4, 6]_2_2",71,10,6,6,2,2
"DF_71_10_6_[4, 6]_2_4",71,10,6,6,2,4
"DF_71_10_6_[4, 6]_2_6",71,10,6,6,2,6
"DF_71_11_2_[4, 6]_0_0",71,11,2,4,0,0
"DF_71_11_2_[4, 6]_0_2",71,11,2,4,0,2
"DF_71_11_2_[4, 6]_0_4",71,11,2,4,0,4
"DF_71_11_2_[4, 6]_0_6",71,11,2,4,0,6
"DF_71_11_2_[4, 6]_2_0",71,11,2,4,2,0
"DF_71_11_2_[4, 6]_2_2",71,11,2,4,2,2
"DF_71_11_2_[4, 6]_2_4",71,11,2,4,2,4
"DF_71_11_2_[4, 6]_2_6",71,11,2,4,2,6
"DF_71_11_2_[4, 6]_0_0",71,11,2,6,0,0
"DF_71_11_2_[4, 6]_0_2",71,11,2,6,0,2
"DF_71_11_2_[4, 6]_0_4",71,11,2,6,0,4
"DF_71_11_2_[4, 6]_0_6",71,11,2,6,0,6
"DF_71_11_2_[4, 6]_2_0",71,11,2,6,2,0
"DF_71_11_2_[4, 6]_2_2",71,11,2,6,2,2
"DF_71_11_2_[4, 6]_2_4",71,11,2,6,2,4
"DF_71_11_2_[4, 6]_2_6",71,11,2,6,2,6
"DF_71_11_4_[4, 6]_0_0",71,11,4,4,0,0
"DF_71_11_4_[4, 6]_0_2",71,11,4,4,0,2
"DF_71_11_4_[4, 6]_0_4",71,11,4,4,0,4
"DF_71_11_4_[4, 6]_0_6",71,11,4,4,0,6
"DF_71_11_4_[4, 6]_2_0",71,11,4,4,2,0
"DF_71_11_4_[4, 6]_2_2",71,11,4,4,2,2
"DF_71_11_4_[4, 6]_2_4",71,11,4,4,2,4
"DF_71_11_4_[4, 6]_2_6",71,11,4,4,2,6
"DF_71_11_4_[4, 6]_0_0",71,11,4,6,0,0
"DF_71_11_4_[4, 6]_0_2",71,11,4,6,0,2
"DF_71_11_4_[4, 6]_0_4",71,11,4,6,0,4
"DF_71_11_4_[4, 6]_0_6",71,11,4,6,0,6
"DF_71_11_4_[4, 6]_2_0",71,11,4,6,2,0
"DF_71_11_4_[4, 6]_2_2",71,11,4,6,2,2
"DF_71_11_4_[4, 6]_2_4",71,11,4,6,2,4
"DF_71_11_4_[4, 6]_2_6",71,11,4,6,2,6
"DF_71_11_6_[4, 6]_0_0",71,11,6,4,0,0
"DF_71_11_6_[4, 6]_0_2",71,11,6,4,0,2
"DF_71_11_6_[4, 6]_0_4",71,11,6,4,0,4
"DF_71_11_6_[4, 6]_0_6",71,11,6,4,0,6
"DF_71_11_6_[4, 6]_2_0",71,11,6,4,2,0
"DF_71_11_6_[4, 6]_2_2",71,11,6,4,2,2
"DF_71_11_6_[4, 6]_2_4",71,11,6,4,2,4
"DF_71_11_6_[4, 6]_2_6",71,11,6,4,2,6
"DF_71_11_6_[4, 6]_0_0",71,11,6,6,0,0
"DF_71_11_6_[4, 6]_0_2",71,11,6,6,0,2
"DF_71_11_6_[4, 6]_0_4",71,11,6,6,0,4
"DF_71_11_6_[4, 6]_0_6",71,11,6,6,0,6
"DF_71_11_6_[4, 6]_2_0",71,11,6,6,2,0
"DF_71_11_6_[4, 6]_2_2",71,11,6,6,2,2
"DF_71_11_6_[4, 6]_2_4",71,11,6,6,2,4
"DF_71_11_6_[4, 6]_2_6",71,11,6,6,2,6
"DF_71_12_2_[4, 6]_0_0",71,12,2,4,0,0
"DF_71_12_2_[4, 6]_0_2",71,12,2,4,0,2
"DF_71_12_2_[4, 6]_0_4",71,12,2,4,0,4
"DF_71_12_2_[4, 6]_0_6",71,12,2,4,0,6
"DF_71_12_2_[4, 6]_2_0",71,12,2,4,2,0
"DF_71_12_2_[4, 6]_2_2",71,12,2,4,2,2
"DF_71_12_2_[4, 6]_2_4",71,12,2,4,2,4
"DF_71_12_2_[4, 6]_2_6",71,12,2,4,2,6
"DF_71_12_2_[4, 6]_0_0",71,12,2,6,0,0
"DF_71_12_2_[4, 6]_0_2",71,12,2,6,0,2
"DF_71_12_2_[4, 6]_0_4",71,12,2,6,0,4
"DF_71_12_2_[4, 6]_0_6",71,12,2,6,0,6
"DF_71_12_2_[4, 6]_2_0",71,12,2,6,2,0
"DF_71_12_2_[4, 6]_2_2",71,12,2,6,2,2
"DF_71_12_2_[4, 6]_2_4",71,12,2,6,2,4
"DF_71_12_2_[4, 6]_2_6",71,12,2,6,2,6
"DF_71_12_4_[4, 6]_0_0",71,12,4,4,0,0
"DF_71_12_4_[4, 6]_0_2",71,12,4,4,0,2
"DF_71_12_4_[4, 6]_0_4",71,12,4,4,0,4
"DF_71_12_4_[4, 6]_0_6",71,12,4,4,0,6
"DF_71_12_4_[4, 6]_2_0",71,12,4,4,2,0
"DF_71_12_4_[4, 6]_2_2",71,12,4,4,2,2
"DF_71_12_4_[4, 6]_2_4",71,12,4,4,2,4
"DF_71_12_4_[4, 6]_2_6",71,12,4,4,2,6
"DF_71_12_4_[4, 6]_0_0",71,12,4,6,0,0
"DF_71_12_4_[4, 6]_0_2",71,12,4,6,0,2
"DF_71_12_4_[4, 6]_0_4",71,12,4,6,0,4
"DF_71_12_4_[4, 6]_0_6",71,12,4,6,0,6
"DF_71_12_4_[4, 6]_2_0",71,12,4,6,2,0
"DF_71_12_4_[4, 6]_2_2",71,12,4,6,2,2
"DF_71_12_4_[4, 6]_2_4",71,12,4,6,2,4
"DF_71_12_4_[4, 6]_2_6",71,12,4,6,2,6
"DF_71_12_6_[4, 6]_0_0",71,12,6,4,0,0
"DF_71_12_6_[4, 6]_0_2",71,12,6,4,0,2
"DF_71_12_6_[4, 6]_0_4",71,12,6,4,0,4
"DF_71_12_6_[4, 6]_0_6",71,12,6,4,0,6
"DF_71_12_6_[4, 6]_2_0",71,12,6,4,2,0
"DF_71_12_6_[4, 6]_2_2",71,12,6,4,2,2
"DF_71_12_6_[4, 6]_2_4",71,12,6,4,2,4
"DF_71_12_6_[4, 6]_2_6",71,12,6,4,2,6
"DF_71_12_6_[4, 6]_0_0",71,12,6,6,0,0
"DF_71_12_6_[4, 6]_0_2",71,12,6,6,0,2
"DF_71_12_6_[4, 6]_0_4",71,12,6,6,0,4
"DF_71_12_6_[4, 6]_0_6",71,12,6,6,0,6
"DF_71_12_6_[4, 6]_2_0",71,12,6,6,2,0
"DF_71_12_6_[4, 6]_2_2",71,12,6,6,2,2
"DF_71_12_6_[4, 6]_2_4",71,12,6,6,2,4
"DF_71_12_6_[4, 6]_2_6",71,12,6,6,2,6
"DF_71_13_2_[4, 6]_0_0",71,13,2,4,0,0
"DF_71_13_2_[4, 6]_0_2",71,13,2,4,0,2
"DF_71_13_2_[4, 6]_0_4",71,13,2,4,0,4
"DF_71_13_2_[4, 6]_0_6",71,13,2,4,0,6
"DF_71_13_2_[4, 6]_2_0",71,13,2,4,2,0
"DF_71_13_2_[4, 6]_2_2",71,13,2,4,2,2
"DF_71_13_2_[4, 6]_2_4",71,13,2,4,2,4
"DF_71_13_2_[4, 6]_2_6",71,13,2,4,2,6
"DF_71_13_2_[4, 6]_0_0",71,13,2,6,0,0
"DF_71_13_2_[4, 6]_0_2",71,13,2,6,0,2
"DF_71_13_2_[4, 6]_0_4",71,13,2,6,0,4
"DF_71_13_2_[4, 6]_0_6",71,13,2,6,0,6
"DF_71_13_2_[4, 6]_2_0",71,13,2,6,2,0
"DF_71_13_2_[4, 6]_2_2",71,13,2,6,2,2
"DF_71_13_2_[4, 6]_2_4",71,13,2,6,2,4
"DF_71_13_2_[4, 6]_2_6",71,13,2,6,2,6
"DF_71_13_4_[4, 6]_0_0",71,13,4,4,0,0
"DF_71_13_4_[4, 6]_0_2",71,13,4,4,0,2
"DF_71_13_4_[4, 6]_0_4",71,13,4,4,0,4
"DF_71_13_4_[4, 6]_0_6",71,13,4,4,0,6
"DF_71_13_4_[4, 6]_2_0",71,13,4,4,2,0
"DF_71_13_4_[4, 6]_2_2",71,13,4,4,2,2
"DF_71_13_4_[4, 6]_2_4",71,13,4,4,2,4
"DF_71_13_4_[4, 6]_2_6",71,13,4,4,2,6
"DF_71_13_4_[4, 6]_0_0",71,13,4,6,0,0
"DF_71_13_4_[4, 6]_0_2",71,13,4,6,0,2
"DF_71_13_4_[4, 6]_0_4",71,13,4,6,0,4
"DF_71_13_4_[4, 6]_0_6",71,13,4,6,0,6
"DF_71_13_4_[4, 6]_2_0",71,13,4,6,2,0
"DF_71_13_4_[4, 6]_2_2",71,13,4,6,2,2
"DF_71_13_4_[4, 6]_2_4",71,13,4,6,2,4
"DF_71_13_4_[4, 6]_2_6",71,13,4,6,2,6
"DF_71_13_6_[4, 6]_0_0",71,13,6,4,0,0
"DF_71_13_6_[4, 6]_0_2",71,13,6,4,0,2
"DF_71_13_6_[4, 6]_0_4",71,13,6,4,0,4
"DF_71_13_6_[4, 6]_0_6",71,13,6,4,0,6
"DF_71_13_6_[4, 6]_2_0",71,13,6,4,2,0
"DF_71_13_6_[4, 6]_2_2",71,13,6,4,2,2
"DF_71_13_6_[4, 6]_2_4",71,13,6,4,2,4
"DF_71_13_6_[4, 6]_2_6",71,13,6,4,2,6
"DF_71_13_6_[4, 6]_0_0",71,13,6,6,0,0
"DF_71_13_6_[4, 6]_0_2",71,13,6,6,0,2
"DF_71_13_6_[4, 6]_0_4",71,13,6,6,0,4
"DF_71_13_6_[4, 6]_0_6",71,13,6,6,0,6
"DF_71_13_6_[4, 6]_2_0",71,13,6,6,2,0
"DF_71_13_6_[4, 6]_2_2",71,13,6,6,2,2
"DF_71_13_6_[4, 6]_2_4",71,13,6,6,2,4
"DF_71_13_6_[4, 6]_2_6",71,13,6,6,2,6
"DF_71_14_2_[4, 6]_0_0",71,14,2,4,0,0
"DF_71_14_2_[4, 6]_0_2",71,14,2,4,0,2
"DF_71_14_2_[4, 6]_0_4",71,14,2,4,0,4
"DF_71_14_2_[4, 6]_0_6",71,14,2,4,0,6
"DF_71_14_2_[4, 6]_2_0",71,14,2,4,2,0
"DF_71_14_2_[4, 6]_2_2",71,14,2,4,2,2
"DF_71_14_2_[4, 6]_2_4",71,14,2,4,2,4
"DF_71_14_2_[4, 6]_2_6",71,14,2,4,2,6
"DF_71_14_2_[4, 6]_0_0",71,14,2,6,0,0
"DF_71_14_2_[4, 6]_0_2",71,14,2,6,0,2
"DF_71_14_2_[4, 6]_0_4",71,14,2,6,0,4
"DF_71_14_2_[4, 6]_0_6",71,14,2,6,0,6
"DF_71_14_2_[4, 6]_2_0",71,14,2,6,2,0
"DF_71_14_2_[4, 6]_2_2",71,14,2,6,2,2
"DF_71_14_2_[4, 6]_2_4",71,14,2,6,2,4
"DF_71_14_2_[4, 6]_2_6",71,14,2,6,2,6
"DF_71_14_4_[4, 6]_0_0",71,14,4,4,0,0
"DF_71_14_4_[4, 6]_0_2",71,14,4,4,0,2
"DF_71_14_4_[4, 6]_0_4",71,14,4,4,0,4
"DF_71_14_4_[4, 6]_0_6",71,14,4,4,0,6
"DF_71_14_4_[4, 6]_2_0",71,14,4,4,2,0
"DF_71_14_4_[4, 6]_2_2",71,14,4,4,2,2
"DF_71_14_4_[4, 6]_2_4",71,14,4,4,2,4
"DF_71_14_4_[4, 6]_2_6",71,14,4,4,2,6
"DF_71_14_4_[4, 6]_0_0",71,14,4,6,0,0
"DF_71_14_4_[4, 6]_0_2",71,14,4,6,0,2
"DF_71_14_4_[4, 6]_0_4",71,14,4,6,0,4
"DF_71_14_4_[4, 6]_0_6",71,14,4,6,0,6
"DF_71_14_4_[4, 6]_2_0",71,14,4,6,2,0
"DF_71_14_4_[4, 6]_2_2",71,14,4,6,2,2
"DF_71_14_4_[4, 6]_2_4",71,14,4,6,2,4
"DF_71_14_4_[4, 6]_2_6",71,14,4,6,2,6
"DF_71_14_6_[4, 6]_0_0",71,14,6,4,0,0
"DF_71_14_6_[4, 6]_0_2",71,14,6,4,0,2
"DF_71_14_6_[4, 6]_0_4",71,14,6,4,0,4
"DF_71_14_6_[4, 6]_0_6",71,14,6,4,0,6
"DF_71_14_6_[4, 6]_2_0",71,14,6,4,2,0
"DF_71_14_6_[4, 6]_2_2",71,14,6,4,2,2
"DF_71_14_6_[4, 6]_2_4",71,14,6,4,2,4
"DF_71_14_6_[4, 6]_2_6",71,14,6,4,2,6
"DF_71_14_6_[4, 6]_0_0",71,14,6,6,0,0
"DF_71_14_6_[4, 6]_0_2",71,14,6,6,0,2
"DF_71_14_6_[4, 6]_0_4",71,14,6,6,0,4
"DF_71_14_6_[4, 6]_0_6",71,14,6,6,0,6
"DF_71_14_6_[4, 6]_2_0",71,14,6,6,2,0
"DF_71_14_6_[4, 6]_2_2",71,14,6,6,2,2
"DF_71_14_6_[4, 6]_2_4",71,14,6,6,2,4
"DF_71_14_6_[4, 6]_2_6",71,14,6,6,2,6
"DF_71_15_2_[4, 6]_0_0",71,15,2,4,0,0
"DF_71_15_2_[4, 6]_0_2",71,15,2,4,0,2
"DF_71_15_2_[4, 6]_0_4",71,15,2,4,0,4
"DF_71_15_2_[4, 6]_0_6",71,15,2,4,0,6
"DF_71_15_2_[4, 6]_2_0",71,15,2,4,2,0
"DF_71_15_2_[4, 6]_2_2",71,15,2,4,2,2
"DF_71_15_2_[4, 6]_2_4",71,15,2,4,2,4
"DF_71_15_2_[4, 6]_2_6",71,15,2,4,2,6
"DF_71_15_2_[4, 6]_0_0",71,15,2,6,0,0
"DF_71_15_2_[4, 6]_0_2",71,15,2,6,0,2
"DF_71_15_2_[4, 6]_0_4",71,15,2,6,0,4
"DF_71_15_2_[4, 6]_0_6",71,15,2,6,0,6
"DF_71_15_2_[4, 6]_2_0",71,15,2,6,2,0
"DF_71_15_2_[4, 6]_2_2",71,15,2,6,2,2
"DF_71_15_2_[4, 6]_2_4",71,15,2,6,2,4
"DF_71_15_2_[4, 6]_2_6",71,15,2,6,2,6
"DF_71_15_4_[4, 6]_0_0",71,15,4,4,0,0
"DF_71_15_4_[4, 6]_0_2",71,15,4,4,0,2
"DF_71_15_4_[4, 6]_0_4",71,15,4,4,0,4
"DF_71_15_4_[4, 6]_0_6",71,15,4,4,0,6
"DF_71_15_4_[4, 6]_2_0",71,15,4,4,2,0
"DF_71_15_4_[4, 6]_2_2",71,15,4,4,2,2
"DF_71_15_4_[4, 6]_2_4",71,15,4,4,2,4
"DF_71_15_4_[4, 6]_2_6",71,15,4,4,2,6
"DF_71_15_4_[4, 6]_0_0",71,15,4,6,0,0
"DF_71_15_4_[4, 6]_0_2",71,15,4,6,0,2
"DF_71_15_4_[4, 6]_0_4",71,15,4,6,0,4
"DF_71_15_4_[4, 6]_0_6",71,15,4,6,0,6
"DF_71_15_4_[4, 6]_2_0",71,15,4,6,2,0
"DF_71_15_4_[4, 6]_2_2",71,15,4,6,2,2
"DF_71_15_4_[4, 6]_2_4",71,15,4,6,2,4
"DF_71_15_4_[4, 6]_2_6",71,15,4,6,2,6
"DF_71_15_6_[4, 6]_0_0",71,15,6,4,0,0
"DF_71_15_6_[4, 6]_0_2",71,15,6,4,0,2
"DF_71_15_6_[4, 6]_0_4",71,15,6,4,0,4
"DF_71_15_6_[4, 6]_0_6",71,15,6,4,0,6
"DF_71_15_6_[4, 6]_2_0",71,15,6,4,2,0
"DF_71_15_6_[4, 6]_2_2",71,15,6,4,2,2
"DF_71_15_6_[4, 6]_2_4",71,15,6,4,2,4
"DF_71_15_6_[4, 6]_2_6",71,15,6,4,2,6
"DF_71_15_6_[4, 6]_0_0",71,15,6,6,0,0
"DF_71_15_6_[4, 6]_0_2",71,15,6,6,0,2
"DF_71_15_6_[4, 6]_0_4",71,15,6,6,0,4
"DF_71_15_6_[4, 6]_0_6",71,15,6,6,0,6
"DF_71_15_6_[4, 6]_2_0",71,15,6,6,2,0
"DF_71_15_6_[4, 6]_2_2",71,15,6,6,2,2
"DF_71_15_6_[4, 6]_2_4",71,15,6,6,2,4
"DF_71_15_6_[4, 6]_2_6",71,15,6,6,2,6
"DF_71_16_2_[4, 6]_0_0",71,16,2,4,0,0
"DF_71_16_2_[4, 6]_0_2",71,16,2,4,0,2
"DF_71_16_2_[4, 6]_0_4",71,16,2,4,0,4
"DF_71_16_2_[4, 6]_0_6",71,16,2,4,0,6
"DF_71_16_2_[4, 6]_2_0",71,16,2,4,2,0
"DF_71_16_2_[4, 6]_2_2",71,16,2,4,2,2
"DF_71_16_2_[4, 6]_2_4",71,16,2,4,2,4
"DF_71_16_2_[4, 6]_2_6",71,16,2,4,2,6
"DF_71_16_2_[4, 6]_0_0",71,16,2,6,0,0
"DF_71_16_2_[4, 6]_0_2",71,16,2,6,0,2
"DF_71_16_2_[4, 6]_0_4",71,16,2,6,0,4
"DF_71_16_2_[4, 6]_0_6",71,16,2,6,0,6
"DF_71_16_2_[4, 6]_2_0",71,16,2,6,2,0
"DF_71_16_2_[4, 6]_2_2",71,16,2,6,2,2
"DF_71_16_2_[4, 6]_2_4",71,16,2,6,2,4
"DF_71_16_2_[4, 6]_2_6",71,16,2,6,2,6
"DF_71_16_4_[4, 6]_0_0",71,16,4,4,0,0
"DF_71_16_4_[4, 6]_0_2",71,16,4,4,0,2
"DF_71_16_4_[4, 6]_0_4",71,16,4,4,0,4
"DF_71_16_4_[4, 6]_0_6",71,16,4,4,0,6
"DF_71_16_4_[4, 6]_2_0",71,16,4,4,2,0
"DF_71_16_4_[4, 6]_2_2",71,16,4,4,2,2
"DF_71_16_4_[4, 6]_2_4",71,16,4,4,2,4
"DF_71_16_4_[4, 6]_2_6",71,16,4,4,2,6
"DF_71_16_4_[4, 6]_0_0",71,16,4,6,0,0
"DF_71_16_4_[4, 6]_0_2",71,16,4,6,0,2
"DF_71_16_4_[4, 6]_0_4",71,16,4,6,0,4
"DF_71_16_4_[4, 6]_0_6",71,16,4,6,0,6
"DF_71_16_4_[4, 6]_2_0",71,16,4,6,2,0
"DF_71_16_4_[4, 6]_2_2",71,16,4,6,2,2
"DF_71_16_4_[4, 6]_2_4",71,16,4,6,2,4
"DF_71_16_4_[4, 6]_2_6",71,16,4,6,2,6
"DF_71_16_6_[4, 6]_0_0",71,16,6,4,0,0
"DF_71_16_6_[4, 6]_0_2",71,16,6,4,0,2
"DF_71_16_6_[4, 6]_0_4",71,16,6,4,0,4
"DF_71_16_6_[4, 6]_0_6",71,16,6,4,0,6
"DF_71_16_6_[4, 6]_2_0",71,16,6,4,2,0
"DF_71_16_6_[4, 6]_2_2",71,16,6,4,2,2
"DF_71_16_6_[4, 6]_2_4",71,16,6,4,2,4
"DF_71_16_6_[4, 6]_2_6",71,16,6,4,2,6
"DF_71_16_6_[4, 6]_0_0",71,16,6,6,0,0
"DF_71_16_6_[4, 6]_0_2",71,16,6,6,0,2
"DF_71_16_6_[4, 6]_0_4",71,16,6,6,0,4
"DF_71_16_6_[4, 6]_0_6",71,16,6,6,0,6
"DF_71_16_6_[4, 6]_2_0",71,16,6,6,2,0
"DF_71_16_6_[4, 6]_2_2",71,16,6,6,2,2
"DF_71_16_6_[4, 6]_2_4",71,16,6,6,2,4
"DF_71_16_6_[4, 6]_2_6",71,16,6,6,2,6
"DF_71_17_2_[4, 6]_0_0",71,17,2,4,0,0
"DF_71_17_2_[4, 6]_0_2",71,17,2,4,0,2
"DF_71_17_2_[4, 6]_0_4",71,17,2,4,0,4
"DF_71_17_2_[4, 6]_0_6",71,17,2,4,0,6
"DF_71_17_2_[4, 6]_2_0",71,17,2,4,2,0
"DF_71_17_2_[4, 6]_2_2",71,17,2,4,2,2
"DF_71_17_2_[4, 6]_2_4",71,17,2,4,2,4
"DF_71_17_2_[4, 6]_2_6",71,17,2,4,2,6
"DF_71_17_2_[4, 6]_0_0",71,17,2,6,0,0
"DF_71_17_2_[4, 6]_0_2",71,17,2,6,0,2
"DF_71_17_2_[4, 6]_0_4",71,17,2,6,0,4
"DF_71_17_2_[4, 6]_0_6",71,17,2,6,0,6
"DF_71_17_2_[4, 6]_2_0",71,17,2,6,2,0
"DF_71_17_2_[4, 6]_2_2",71,17,2,6,2,2
"DF_71_17_2_[4, 6]_2_4",71,17,2,6,2,4
"DF_71_17_2_[4, 6]_2_6",71,17,2,6,2,6
"DF_71_17_4_[4, 6]_0_0",71,17,4,4,0,0
"DF_71_17_4_[4, 6]_0_2",71,17,4,4,0,2
"DF_71_17_4_[4, 6]_0_4",71,17,4,4,0,4
"DF_71_17_4_[4, 6]_0_6",71,17,4,4,0,6
"DF_71_17_4_[4, 6]_2_0",71,17,4,4,2,0
"DF_71_17_4_[4, 6]_2_2",71,17,4,4,2,2
"DF_71_17_4_[4, 6]_2_4",71,17,4,4,2,4
"DF_71_17_4_[4, 6]_2_6",71,17,4,4,2,6
"DF_71_17_4_[4, 6]_0_0",71,17,4,6,0,0
"DF_71_17_4_[4, 6]_0_2",71,17,4,6,0,2
"DF_71_17_4_[4, 6]_0_4",71,17,4,6,0,4
"DF_71_17_4_[4, 6]_0_6",71,17,4,6,0,6
"DF_71_17_4_[4, 6]_2_0",71,17,4,6,2,0
"DF_71_17_4_[4, 6]_2_2",71,17,4,6,2,2
"DF_71_17_4_[4, 6]_2_4",71,17,4,6,2,4
"DF_71_17_4_[4, 6]_2_6",71,17,4,6,2,6
"DF_71_18_2_[4, 6]_0_0",71,18,2,4,0,0
"DF_71_18_2_[4, 6]_0_2",71,18,2,4,0,2
"DF_71_18_2_[4, 6]_0_4",71,18,2,4,0,4
"DF_71_18_2_[4, 6]_0_6",71,18,2,4,0,6
"DF_71_18_2_[4, 6]_2_0",71,18,2,4,2,0
"DF_71_18_2_[4, 6]_2_2",71,18,2,4,2,2
"DF_71_18_2_[4, 6]_2_4",71,18,2,4,2,4
"DF_71_18_2_[4, 6]_2_6",71,18,2,4,2,6
"DF_71_18_2_[4, 6]_0_0",71,18,2,6,0,0
"DF_71_18_2_[4, 6]_0_2",71,18,2,6,0,2
"DF_71_18_2_[4, 6]_0_4",71,18,2,6,0,4
"DF_71_18_2_[4, 6]_0_6",71,18,2,6,0,6
"DF_71_18_2_[4, 6]_2_0",71,18,2,6,2,0
"DF_71_18_2_[4, 6]_2_2",71,18,2,6,2,2
"DF_71_18_2_[4, 6]_2_4",71,18,2,6,2,4
"DF_71_18_2_[4, 6]_2_6",71,18,2,6,2,6
"DF_71_18_4_[4, 6]_0_0",71,18,4,4,0,0
"DF_71_18_4_[4, 6]_0_2",71,18,4,4,0,2
"DF_71_18_4_[4, 6]_0_4",71,18,4,4,0,4
"DF_71_18_4_[4, 6]_0_6",71,18,4,4,0,6
"DF_71_18_4_[4, 6]_2_0",71,18,4,4,2,0
"DF_71_18_4_[4, 6]_2_2",71,18,4,4,2,2
"DF_71_18_4_[4, 6]_2_4",71,18,4,4,2,4
"DF_71_18_4_[4, 6]_2_6",71,18,4,4,2,6
"DF_71_18_4_[4, 6]_0_0",71,18,4,6,0,0
"DF_71_18_4_[4, 6]_0_2",71,18,4,6,0,2
"DF_71_18_4_[4, 6]_0_4",71,18,4,6,0,4
"DF_71_18_4_[4, 6]_0_6",71,18,4,6,0,6
"DF_71_18_4_[4, 6]_2_0",71,18,4,6,2,0
"DF_71_18_4_[4, 6]_2_2",71,18,4,6,2,2
"DF_71_18_4_[4, 6]_2_4",71,18,4,6,2,4
"DF_71_18_4_[4, 6]_2_6",71,18,4,6,2,6
"DF_71_19_2_[4, 6]_0_0",71,19,2,4,0,0
"DF_71_19_2_[4, 6]_0_2",71,19,2,4,0,2
"DF_71_19_2_[4, 6]_0_4",71,19,2,4,0,4
"DF_71_19_2_[4, 6]_0_6",71,19,2,4,0,6
"DF_71_19_2_[4, 6]_2_0",71,19,2,4,2,0
"DF_71_19_2_[4, 6]_2_2",71,19,2,4,2,2
"DF_71_19_2_[4, 6]_2_4",71,19,2,4,2,4
"DF_71_19_2_[4, 6]_2_6",71,19,2,4,2,6
"DF_71_19_2_[4, 6]_0_0",71,19,2,6,0,0
"DF_71_19_2_[4, 6]_0_2",71,19,2,6,0,2
"DF_71_19_2_[4, 6]_0_4",71,19,2,6,0,4
"DF_71_19_2_[4, 6]_0_6",71,19,2,6,0,6
"DF_71_19_2_[4, 6]_2_0",71,19,2,6,2,0
"DF_71_19_2_[4, 6]_2_2",71,19,2,6,2,2
"DF_71_19_2_[4, 6]_2_4",71,19,2,6,2,4
"DF_71_19_2_[4, 6]_2_6",71,19,2,6,2,6
"DF_71_20_2_[4, 6]_0_0",71,20,2,4,0,0
"DF_71_20_2_[4, 6]_0_2",71,20,2,4,0,2
"DF_71_20_2_[4, 6]_0_4",71,20,2,4,0,4
"DF_71_20_2_[4, 6]_0_6",71,20,2,4,0,6
"DF_71_20_2_[4, 6]_2_0",71,20,2,4,2,0
"DF_71_20_2_[4, 6]_2_2",71,20,2,4,2,2
"DF_71_20_2_[4, 6]_2_4",71,20,2,4,2,4
"DF_71_20_2_[4, 6]_2_6",71,20,2,4,2,6
"DF_71_20_2_[4, 6]_0_0",71,20,2,6,0,0
"DF_71_20_2_[4, 6]_0_2",71,20,2,6,0,2
"DF_71_20_2_[4, 6]_0_4",71,20,2,6,0,4
"DF_71_20_2_[4, 6]_0_6",71,20,2,6,0,6
"DF_71_20_2_[4, 6]_2_0",71,20,2,6,2,0
"DF_71_20_2_[4, 6]_2_2",71,20,2,6,2,2
"DF_71_20_2_[4, 6]_2_4",71,20,2,6,2,4
"DF_71_20_2_[4, 6]_2_6",71,20,2,6,2,6
"DF_72_6_2_[4, 6]_0_0",72,6,2,4,0,0
"DF_72_6_2_[4, 6]_0_2",72,6,2,4,0,2
"DF_72_6_2_[4, 6]_0_4",72,6,2,4,0,4
"DF_72_6_2_[4, 6]_0_6",72,6,2,4,0,6
"DF_72_6_2_[4, 6]_2_0",72,6,2,4,2,0
"DF_72_6_2_[4, 6]_2_2",72,6,2,4,2,2
"DF_72_6_2_[4, 6]_2_4",72,6,2,4,2,4
"DF_72_6_2_[4, 6]_2_6",72,6,2,4,2,6
"DF_72_6_2_[4, 6]_0_0",72,6,2,6,0,0
"DF_72_6_2_[4, 6]_0_2",72,6,2,6,0,2
"DF_72_6_2_[4, 6]_0_4",72,6,2,6,0,4
"DF_72_6_2_[4, 6]_0_6",72,6,2,6,0,6
"DF_72_6_2_[4, 6]_2_0",72,6,2,6,2,0
"DF_72_6_2_[4, 6]_2_2",72,6,2,6,2,2
"DF_72_6_2_[4, 6]_2_4",72,6,2,6,2,4
"DF_72_6_2_[4, 6]_2_6",72,6,2,6,2,6
"DF_72_6_4_[4, 6]_0_0",72,6,4,4,0,0
