model_Id,hvac_tstat,event_start,event_hours,precool_hours,precool_degF,reset_degF
"DF_70_14_6_[4, 6]_0_6",70,14,6,4,0,6
"DF_70_14_6_[4, 6]_2_0",70,14,6,4,2,0
"DF_70_14_6_[4, 6]_2_2",70,14,6,4,2,2
"DF_70_14_6_[4, 6]_2_4",70,14,6,4,2,4
"DF_70_14_6_[4, 6]_2_6",70,14,6,4,2,6
"DF_70_14_6_[4, 6]_0_0",70,14,6,6,0,0
"DF_70_14_6_[4, 6]_0_2",70,14,6,6,0,2
"DF_70_14_6_[4, 6]_0_4",70,14,6,6,0,4
"DF_70_14_6_[4, 6]_0_6",70,14,6,6,0,6
"DF_70_14_6_[4, 6]_2_0",70,14,6,6,2,0
"DF_70_14_6_[4, 6]_2_2",70,14,6,6,2,2
"DF_70_14_6_[4, 6]_2_4",70,14,6,6,2,4
"DF_70_14_6_[4, 6]_2_6",70,14,6,6,2,6
"DF_70_15_2_[4, 6]_0_0",70,15,2,4,0,0
"DF_70_15_2_[4, 6]_0_2",70,15,2,4,0,2
"DF_70_15_2_[4, 6]_0_4",70,15,2,4,0,4
"DF_70_15_2_[4, 6]_0_6",70,15,2,4,0,6
"DF_70_15_2_[4, 6]_2_0",70,15,2,4,2,0
"DF_70_15_2_[4, 6]_2_2",70,15,2,4,2,2
"DF_70_15_2_[4, 6]_2_4",70,15,2,4,2,4
"DF_70_15_2_[4, 6]_2_6",70,15,2,4,2,6
"DF_70_15_2_[4, 6]_0_0",70,15,2,6,0,0
"DF_70_15_2_[4, 6]_0_2",70,15,2,6,0,2
"DF_70_15_2_[4, 6]_0_4",70,15,2,6,0,4
"DF_70_15_2_[4, 6]_0_6",70,15,2,6,0,6
"DF_70_15_2_[4, 6]_2_0",70,15,2,6,2,0
"DF_70_15_2_[4, 6]_2_2",70,15,2,6,2,2
"DF_70_15_2_[4, 6]_2_4",70,15,2,6,2,4
"DF_70_15_2_[4, 6]_2_6",70,15,2,6,2,6
"DF_70_15_4_[4, 6]_0_0",70,15,4,4,0,0
"DF_70_15_4_[4, 6]_0_2",70,15,4,4,0,2
"DF_70_15_4_[4, 6]_0_4",70,15,4,4,0,4
"DF_70_15_4_[4, 6]_0_6",70,15,4,4,0,6
"DF_70_15_4_[4, 6]_2_0",70,15,4,4,2,0
"DF_70_15_4_[4, 6]_2_2",70,15,4,4,2,2
"DF_70_15_4_[4, 6]_2_4",70,15,4,4,2,4
"DF_70_15_4_[4, 6]_2_6",70,15,4,4,2,6
"DF_70_15_4_[4, 6]_0_0",70,15,4,6,0,0
"DF_70_15_4_[4, 6]_0_2",70,15,4,6,0,2
"DF_70_15_4_[4, 6]_0_4",70,15,4,6,0,4
"DF_70_15_4_[4, 6]_0_6",70,15,4,6,0,6
"DF_70_15_4_[4, 6]_2_0",70,15,4,6,2,0
"DF_70_15_4_[4, 6]_2_2",70,15,4,6,2,2
"DF_70_15_4_[4, 6]_2_4",70,15,4,6,2,4
"DF_70_15_4_[4, 6]_2_6",70,15,4,6,2,6
"DF_70_15_6_[4, 6]_0_0",70,15,6,4,0,0
"DF_70_15_6_[4, 6]_0_2",70,15,6,4,0,2
"DF_70_15_6_[4, 6]_0_4",70,15,6,4,0,4
"DF_70_15_6_[4, 6]_0_6",70,15,6,4,0,6
"DF_70_15_6_[4, 6]_2_0",70,15,6,4,2,0
"DF_70_15_6_[4, 6]_2_2",70,15,6,4,2,2
"DF_70_15_6_[4, 6]_2_4",70,15,6,4,2,4
"DF_70_15_6_[4, 6]_2_6",70,15,6,4,2,6
"DF_70_15_6_[4, 6]_0_0",70,15,6,6,0,0
"DF_70_15_6_[4, 6]_0_2",70,15,6,6,0,2
"DF_70_15_6_[4, 6]_0_4",70,15,6,6,0,4
"DF_70_15_6_[4, 6]_0_6",70,15,6,6,0,6
"DF_70_15_6_[4, 6]_2_0",70,15,6,6,2,0
"DF_70_15_6_[4, 6]_2_2",70,15,6,6,2,2
"DF_70_15_6_[4, 6]_2_4",70,15,6,6,2,4
"DF_70_15_6_[4, 6]_2_6",70,15,6,6,2,6
"DF_70_16_2_[4, 6]_0_0",70,16,2,4,0,0
"DF_70_16_2_[4, 6]_0_2",70,16,2,4,0,2
"DF_70_16_2_[4, 6]_0_4",70,16,2,4,0,4
"DF_70_16_2_[4, 6]_0_6",70,16,2,4,0,6
"DF_70_16_2_[4, 6]_2_0",70,16,2,4,2,0
"DF_70_16_2_[4, 6]_2_2",70,16,2,4,2,2
"DF_70_16_2_[4, 6]_2_4",70,16,2,4,2,4
"DF_70_16_2_[4, 6]_2_6",70,16,2,4,2,6
"DF_70_16_2_[4, 6]_0_0",70,16,2,6,0,0
"DF_70_16_2_[4, 6]_0_2",70,16,2,6,0,2
"DF_70_16_2_[4, 6]_0_4",70,16,2,6,0,4
"DF_70_16_2_[4, 6]_0_6",70,16,2,6,0,6
"DF_70_16_2_[4, 6]_2_0",70,16,2,6,2,0
"DF_70_16_2_[4, 6]_2_2",70,16,2,6,2,2
"DF_70_16_2_[4, 6]_2_4",70,16,2,6,2,4
"DF_70_16_2_[4, 6]_2_6",70,16,2,6,2,6
"DF_70_16_4_[4, 6]_0_0",70,16,4,4,0,0
"DF_70_16_4_[4, 6]_0_2",70,16,4,4,0,2
"DF_70_16_4_[4, 6]_0_4",70,16,4,4,0,4
"DF_70_16_4_[4, 6]_0_6",70,16,4,4,0,6
"DF_70_16_4_[4, 6]_2_0",70,16,4,4,2,0
"DF_70_16_4_[4, 6]_2_2",70,16,4,4,2,2
"DF_70_16_4_[4, 6]_2_4",70,16,4,4,2,4
"DF_70_16_4_[4, 6]_2_6",70,16,4,4,2,6
"DF_70_16_4_[4, 6]_0_0",70,16,4,6,0,0
"DF_70_16_4_[4, 6]_0_2",70,16,4,6,0,2
"DF_70_16_4_[4, 6]_0_4",70,16,4,6,0,4
"DF_70_16_4_[4, 6]_0_6",70,16,4,6,0,6
"DF_70_16_4_[4, 6]_2_0",70,16,4,6,2,0
"DF_70_16_4_[4, 6]_2_2",70,16,4,6,2,2
"DF_70_16_4_[4, 6]_2_4",70,16,4,6,2,4
"DF_70_16_4_[4, 6]_2_6",70,16,4,6,2,6
"DF_70_16_6_[4, 6]_0_0",70,16,6,4,0,0
"DF_70_16_6_[4, 6]_0_2",70,16,6,4,0,2
"DF_70_16_6_[4, 6]_0_4",70,16,6,4,0,4
"DF_70_16_6_[4, 6]_0_6",70,16,6,4,0,6
"DF_70_16_6_[4, 6]_2_0",70,16,6,4,2,0
"DF_70_16_6_[4, 6]_2_2",70,16,6,4,2,2
"DF_70_16_6_[4, 6]_2_4",70,16,6,4,2,4
"DF_70_16_6_[4, 6]_2_6",70,16,6,4,2,6
"DF_70_16_6_[4, 6]_0_0",70,16,6,6,0,0
"DF_70_16_6_[4, 6]_0_2",70,16,6,6,0,2
"DF_70_16_6_[4, 6]_0_4",70,16,6,6,0,4
"DF_70_16_6_[4, 6]_0_6",70,16,6,6,0,6
"DF_70_16_6_[4, 6]_2_0",70,16,6,6,2,0
"DF_70_16_6_[4, 6]_2_2",70,16,6,6,2,2
"DF_70_16_6_[4, 6]_2_4",70,16,6,6,2,4
"DF_70_16_6_[4, 6]_2_6",70,16,6,6,2,6
"DF_70_17_2_[4, 6]_0_0",70,17,2,4,0,0
"DF_70_17_2_[4, 6]_0_2",70,17,2,4,0,2
"DF_70_17_2_[4, 6]_0_4",70,17,2,4,0,4
"DF_70_17_2_[4, 6]_0_6",70,17,2,4,0,6
"DF_70_17_2_[4, 6]_2_0",70,17,2,4,2,0
"DF_70_17_2_[4, 6]_2_2",70,17,2,4,2,2
"DF_70_17_2_[4, 6]_2_4",70,17,2,4,2,4
"DF_70_17_2_[4, 6]_2_6",70,17,2,4,2,6
"DF_70_17_2_[4, 6]_0_0",70,17,2,6,0,0
"DF_70_17_2_[4, 6]_0_2",70,17,2,6,0,2
"DF_70_17_2_[4, 6]_0_4",70,17,2,6,0,4
"DF_70_17_2_[4, 6]_0_6",70,17,2,6,0,6
"DF_70_17_2_[4, 6]_2_0",70,17,2,6,2,0
"DF_70_17_2_[4, 6]_2_2",70,17,2,6,2,2
"DF_70_17_2_[4, 6]_2_4",70,17,2,6,2,4
"DF_70_17_2_[4, 6]_2_6",70,17,2,6,2,6
"DF_70_17_4_[4, 6]_0_0",70,17,4,4,0,0
"DF_70_17_4_[4, 6]_0_2",70,17,4,4,0,2
"DF_70_17_4_[4, 6]_0_4",70,17,4,4,0,4
"DF_70_17_4_[4, 6]_0_6",70,17,4,4,0,6
"DF_70_17_4_[4, 6]_2_0",70,17,4,4,2,0
"DF_70_17_4_[4, 6]_2_2",70,17,4,4,2,2
"DF_70_17_4_[4, 6]_2_4",70,17,4,4,2,4
"DF_70_17_4_[4, 6]_2_6",70,17,4,4,2,6
"DF_70_17_4_[4, 6]_0_0",70,17,4,6,0,0
"DF_70_17_4_[4, 6]_0_2",70,17,4,6,0,2
"DF_70_17_4_[4, 6]_0_4",70,17,4,6,0,4
"DF_70_17_4_[4, 6]_0_6",70,17,4,6,0,6
"DF_70_17_4_[4, 6]_2_0",70,17,4,6,2,0
"DF_70_17_4_[4, 6]_2_2",70,17,4,6,2,2
"DF_70_17_4_[4, 6]_2_4",70,17,4,6,2,4
"DF_70_17_4_[4, 6]_2_6",70,17,4,6,2,6
"DF_70_18_2_[4, 6]_0_0",70,18,2,4,0,0
"DF_70_18_2_[4, 6]_0_2",70,18,2,4,0,2
"DF_70_18_2_[4, 6]_0_4",70,18,2,4,0,4
"DF_70_18_2_[4, 6]_0_6",70,18,2,4,0,6
"DF_70_18_2_[4, 6]_2_0",70,18,2,4,2,0
"DF_70_18_2_[4, 6]_2_2",70,18,2,4,2,2
"DF_70_18_2_[4, 6]_2_4",70,18,2,4,2,4
"DF_70_18_2_[4, 6]_2_6",70,18,2,4,2,6
"DF_70_18_2_[4, 6]_0_0",70,18,2,6,0,0
"DF_70_18_2_[4, 6]_0_2",70,18,2,6,0,2
"DF_70_18_2_[4, 6]_0_4",70,18,2,6,0,4
"DF_70_18_2_[4, 6]_0_6",70,18,2,6,0,6
"DF_70_18_2_[4, 6]_2_0",70,18,2,6,2,0
"DF_70_18_2_[4, 6]_2_2",70,18,2,6,2,2
"DF_70_18_2_[4, 6]_2_4",70,18,2,6,2,4
"DF_70_18_2_[4, 6]_2_6",70,18,2,6,2,6
"DF_70_18_4_[4, 6]_0_0",70,18,4,4,0,0
"DF_70_18_4_[4, 6]_0_2",70,18,4,4,0,2
"DF_70_18_4_[4, 6]_0_4",70,18,4,4,0,4
"DF_70_18_4_[4, 6]_0_6",70,18,4,4,0,6
"DF_70_18_4_[4, 6]_2_0",70,18,4,4,2,0
"DF_70_18_4_[4, 6]_2_2",70,18,4,4,2,2
"DF_70_18_4_[4, 6]_2_4",70,18,4,4,2,4
"DF_70_18_4_[4, 6]_2_6",70,18,4,4,2,6
"DF_70_18_4_[4, 6]_0_0",70,18,4,6,0,0
"DF_70_18_4_[4, 6]_0_2",70,18,4,6,0,2
"DF_70_18_4_[4, 6]_0_4",70,18,4,6,0,4
"DF_70_18_4_[4, 6]_0_6",70,18,4,6,0,6
"DF_70_18_4_[4, 6]_2_0",70,18,4,6,2,0
"DF_70_18_4_[4, 6]_2_2",70,18,4,6,2,2
"DF_70_18_4_[4, 6]_2_4",70,18,4,6,2,4
"DF_70_18_4_[4, 6]_2_6",70,18,4,6,2,6
"DF_70_19_2_[4, 6]_0_0",70,19,2,4,0,0
"DF_70_19_2_[4, 6]_0_2",70,19,2,4,0,2
"DF_70_19_2_[4, 6]_0_4",70,19,2,4,0,4
"DF_70_19_2_[4, 6]_0_6",70,19,2,4,0,6
"DF_70_19_2_[4, 6]_2_0",70,19,2,4,2,0
"DF_70_19_2_[4, 6]_2_2",70,19,2,4,2,2
"DF_70_19_2_[4, 6]_2_4",70,19,2,4,2,4
"DF_70_19_2_[4, 6]_2_6",70,19,2,4,2,6
"DF_70_19_2_[4, 6]_0_0",70,19,2,6,0,0
"DF_70_19_2_[4, 6]_0_2",70,19,2,6,0,2
"DF_70_19_2_[4, 6]_0_4",70,19,2,6,0,4
"DF_70_19_2_[4, 6]_0_6",70,19,2,6,0,6
"DF_70_19_2_[4, 6]_2_0",70,19,2,6,2,0
"DF_70_19_2_[4, 6]_2_2",70,19,2,6,2,2
"DF_70_19_2_[4, 6]_2_4",70,19,2,6,2,4
"DF_70_19_2_[4, 6]_2_6",70,19,2,6,2,6
"DF_70_20_2_[4, 6]_0_0",70,20,2,4,0,0
"DF_70_20_2_[4, 6]_0_2",70,20,2,4,0,2
"DF_70_20_2_[4, 6]_0_4",70,20,2,4,0,4
"DF_70_20_2_[4, 6]_0_6",70,20,2,4,0,6
"DF_70_20_2_[4, 6]_2_0",70,20,2,4,2,0
"DF_70_20_2_[4, 6]_2_2",70,20,2,4,2,2
"DF_70_20_2_[4, 6]_2_4",70,20,2,4,2,4
"DF_70_20_2_[4, 6]_2_6",70,20,2,4,2,6
"DF_70_20_2_[4, 6]_0_0",70,20,2,6,0,0
"DF_70_20_2_[4, 6]_0_2",70,20,2,6,0,2
"DF_70_20_2_[4, 6]_0_4",70,20,2,6,0,4
"DF_70_20_2_[4, 6]_0_6",70,20,2,6,0,6
"DF_70_20_2_[4, 6]_2_0",70,20,2,6,2,0
"DF_70_20_2_[4, 6]_2_2",70,20,2,6,2,2
"DF_70_20_2_[4, 6]_2_4",70,20,2,6,2,4
"DF_70_20_2_[4, 6]_2_6",70,20,2,6,2,6
"DF_71_6_2_[4, 6]_0_0",71,6,2,4,0,0
"DF_71_6_2_[4, 6]_0_2",71,6,2,4,0,2
"DF_71_6_2_[4, 6]_0_4",71,6,2,4,0,4
"DF_71_6_2_[4, 6]_0_6",71,6,2,4,0,6
"DF_71_6_2_[4, 6]_2_0",71,6,2,4,2,0
"DF_71_6_2_[4, 6]_2_2",71,6,2,4,2,2
"DF_71_6_2_[4, 6]_2_4",71,6,2,4,2,4
"DF_71_6_2_[4, 6]_2_6",71,6,2,4,2,6
"DF_71_6_2_[4, 6]_0_0",71,6,2,6,0,0
"DF_71_6_2_[4, 6]_0_2",71,6,2,6,0,2
"DF_71_6_2_[4, 6]_0_4",71,6,2,6,0,4
"DF_71_6_2_[4, 6]_0_6",71,6,2,6,0,6
"DF_71_6_2_[4, 6]_2_0",71,6,2,6,2,0
"DF_71_6_2_[4, 6]_2_2",71,6,2,6,2,2
"DF_71_6_2_[4, 6]_2_4",71,6,2,6,2,4
"DF_71_6_2_[4, 6]_2_6",71,6,2,6,2,6
"DF_71_6_4_[4, 6]_0_0",71,6,4,4,0,0
"DF_71_6_4_[4, 6]_0_2",71,6,4,4,0,2
"DF_71_6_4_[4, 6]_0_4",71,6,4,4,0,4
"DF_71_6_4_[4, 6]_0_6",71,6,4,4,0,6
"DF_71_6_4_[4, 6]_2_0",71,6,4,4,2,0
"DF_71_6_4_[4, 6]_2_2",71,6,4,4,2,2
"DF_71_6_4_[4, 6]_2_4",71,6,4,4,2,4
"DF_71_6_4_[4, 6]_2_6",71,6,4,4,2,6
"DF_71_6_4_[4, 6]_0_0",71,6,4,6,0,0
"DF_71_6_4_[4, 6]_0_2",71,6,4,6,0,2
"DF_71_6_4_[4, 6]_0_4",71,6,4,6,0,4
"DF_71_6_4_[4, 6]_0_6",71,6,4,6,0,6
"DF_71_6_4_[4, 6]_2_0",71,6,4,6,2,0
"DF_71_6_4_[4, 6]_2_2",71,6,4,6,2,2
"DF_71_6_4_[4, 6]_2_4",71,6,4,6,2,4
"DF_71_6_4_[4, 6]_2_6",71,6,4,6,2,6
"DF_71_6_6_[4, 6]_0_0",71,6,6,4,0,0
"DF_71_6_6_[4, 6]_0_2",71,6,6,4,0,2
"DF_71_6_6_[4, 6]_0_4",71,6,6,4,0,4
"DF_71_6_6_[4, 6]_0_6",71,6,6,4,0,6
"DF_71_6_6_[4, 6]_2_0",71,6,6,4,2,0
"DF_71_6_6_[4, 6]_2_2",71,6,6,4,2,2
"DF_71_6_6_[4, 6]_2_4",71,6,6,4,2,4
"DF_71_6_6_[4, 6]_2_6",71,6,6,4,2,6
"DF_71_6_6_[4, 6]_0_0",71,6,6,6,0,0
"DF_71_6_6_[4, 6]_0_2",71,6,6,6,0,2
"DF_71_6_6_[4, 6]_0_4",71,6,6,6,0,4
"DF_71_6_6_[4, 6]_0_6",71,6,6,6,0,6
"DF_71_6_6_[4, 6]_2_0",71,6,6,6,2,0
"DF_71_6_6_[4, 6]_2_2",71,6,6,6,2,2
"DF_71_6_6_[4, 6]_2_4",71,6,6,6,2,4
"DF_71_6_6_[4, 6]_2_6",71,6,6,6,2,6
"DF_71_7_2_[4, 6]_0_0",71,7,2,4,0,0
"DF_71_7_2_[4, 6]_0_2",71,7,2,4,0,2
"DF_71_7_2_[4, 6]_0_4",71,7,2,4,0,4
"DF_71_7_2_[4, 6]_0_6",71,7,2,4,0,6
"DF_71_7_2_[4, 6]_2_0",71,7,2,4,2,0
"DF_71_7_2_[4, 6]_2_2",71,7,2,4,2,2
"DF_71_7_2_[4, 6]_2_4",71,7,2,4,2,4
"DF_71_7_2_[4, 6]_2_6",71,7,2,4,2,6
"DF_71_7_2_[4, 6]_0_0",71,7,2,6,0,0
"DF_71_7_2_[4, 6]_0_2",71,7,2,6,0,2
"DF_71_7_2_[4, 6]_0_4",71,7,2,6,0,4
"DF_71_7_2_[4, 6]_0_6",71,7,2,6,0,6
"DF_71_7_2_[4, 6]_2_0",71,7,2,6,2,0
"DF_71_7_2_[4, 6]_2_2",71,7,2,6,2,2
"DF_71_7_2_[4, 6]_2_4",71,7,2,6,2,4
"DF_71_7_2_[4, 6]_2_6",71,7,2,6,2,6
"DF_71_7_4_[4, 6]_0_0",71,7,4,4,0,0
"DF_71_7_4_[4, 6]_0_2",71,7,4,4,0,2
"DF_71_7_4_[4, 6]_0_4",71,7,4,4,0,4
"DF_71_7_4_[4, 6]_0_6",71,7,4,4,0,6
"DF_71_7_4_[4, 6]_2_0",71,7,4,4,2,0
"DF_71_7_4_[4, 6]_2_2",71,7,4,4,2,2
"DF_71_7_4_[4, 6]_2_4",71,7,4,4,2,4
"DF_71_7_4_[4, 6]_2_6",71,7,4,4,2,6
"DF_71_7_4_[4, 6]_0_0",71,7,4,6,0,0
"DF_71_7_4_[4, 6]_0_2",71,7,4,6,0,2
"DF_71_7_4_[4, 6]_0_4",71,7,4,6,0,4
"DF_71_7_4_[4, 6]_0_6",71,7,4,6,0,6
"DF_71_7_4_[4, 6]_2_0",71,7,4,6,2,0
"DF_71_7_4_[4, 6]_2_2",71,7,4,6,2,2
"DF_71_7_4_[4, 6]_2_4",71,7,4,6,2,4
"DF_71_7_4_[4, 6]_2_6",71,7,4,6,2,6
"DF_71_7_6_[4, 6]_0_0",71,7,6,4,0,0
"DF_71_7_6_[4, 6]_0_2",71,7,6,4,0,2
"DF_71_7_6_[4, 6]_0_4",71,7,6,4,0,4
"DF_71_7_6_[4, 6]_0_6",71,7,6,4,0,6
"DF_71_7_6_[4, 6]_2_0",71,7,6,4,2,0
"DF_71_7_6_[4, 6]_2_2",71,7,6,4,2,2
"DF_71_7_6_[4, 6]_2_4",71,7,6,4,2,4
"DF_71_7_6_[4, 6]_2_6",71,7,6,4,2,6
"DF_71_7_6_[4, 6]_0_0",71,7,6,6,0,0
"DF_71_7_6_[4, 6]_0_2",71,7,6,6,0,2
"DF_71_7_6_[4, 6]_0_4",71,7,6,6,0,4
"DF_71_7_6_[4, 6]_0_6",71,7,6,6,0,6
"DF_71_7_6_[4, 6]_2_0",71,7,6,6,2,0
"DF_71_7_6_[4, 6]_2_2",71,7,6,6,2,2
"DF_71_7_6_[4, 6]_2_4",71,7,6,6,2,4
"DF_71_7_6_[4, 6]_2_6",71,7,6,6,2,6
"DF_71_8_2_[4, 6]_0_0",71,8,2,4,0,0
"DF_71_8_2_[4, 6]_0_2",71,8,2,4,0,2
"DF_71_8_2_[4, 6]_0_4",71,8,2,4,0,4
"DF_71_8_2_[4, 6]_0_6",71,8,2,4,0,6
"DF_71_8_2_[4, 6]_2_0",71,8,2,4,2,0
"DF_71_8_2_[4, 6]_2_2",71,8,2,4,2,2
"DF_71_8_2_[4, 6]_2_4",71,8,2,4,2,4
"DF_71_8_2_[4, 6]_2_6",71,8,2,4,2,6
"DF_71_8_2_[4, 6]_0_0",71,8,2,6,0,0
"DF_71_8_2_[4, 6]_0_2",71,8,2,6,0,2
"DF_71_8_2_[4, 6]_0_4",71,8,2,6,0,4
"DF_71_8_2_[4, 6]_0_6",71,8,2,6,0,6
"DF_71_8_2_[4, 6]_2_0",71,8,2,6,2,0
"DF_71_8_2_[4, 6]_2_2",71,8,2,6,2,2
"DF_71_8_2_[4, 6]_2_4",71,8,2,6,2,4
"DF_71_8_2_[4, 6]_2_6",71,8,2,6,2,6
"DF_71_8_4_[4, 6]_0_0",71,8,4,4,0,0
"DF_71_8_4_[4, 6]_0_2",71,8,4,4,0,2
"DF_71_8_4_[4, 6]_0_4",71,8,4,4,0,4
"DF_71_8_4_[4, 6]_0_6",71,8,4,4,0,6
"DF_71_8_4_[4, 6]_2_0",71,8,4,4,2,0
"DF_71_8_4_[4, 6]_2_2",71,8,4,4,2,2
"DF_71_8_4_[4, 6]_2_4",71,8,4,4,2,4
"DF_71_8_4_[4, 6]_2_6",71,8,4,4,2,6
"DF_71_8_4_[4, 6]_0_0",71,8,4,6,0,0
"DF_71_8_4_[4, 6]_0_2",71,8,4,6,0,2
"DF_71_8_4_[4, 6]_0_4",71,8,4,6,0,4
"DF_71_8_4_[4, 6]_0_6",71,8,4,6,0,6
"DF_71_8_4_[4, 6]_2_0",71,8,4,6,2,0
"DF_71_8_4_[4, 6]_2_2",71,8,4,6,2,2
"DF_71_8_4_[4, 6]_2_4",71,8,4,6,2,4
"DF_71_8_4_[4, 6]_2_6",71,8,4,6,2,6
"DF_71_8_6_[4, 6]_0_0",71,8,6,4,0,0
"DF_71_8_6_[4, 6]_0_2",71,8,6,4,0,2
"DF_71_8_6_[4, 6]_0_4",71,8,6,4,0,4
"DF_71_8_6_[4, 6]_0_6",71,8,6,4,0,6
"DF_71_8_6_[4, 6]_2_0",71,8,6,4,2,0
"DF_71_8_6_[4, 6]_2_2",71,8,6,4,2,2
"DF_71_8_6_[4, 6]_2_4",71,8,6,4,2,4
"DF_71_8_6_[4, 6]_2_6",71,8,6,4,2,6
"DF_71_8_6_[4, 6]_0_0",71,8,6,6,0,0
"DF_71_8_6_[4, 6]_0_2",71,8,6,6,0,2
"DF_71_8_6_[4, 6]_0_4",71,8,6,6,0,4
"DF_71_8_6_[4, 6]_0_6",71,8,6,6,0,6
"DF_71_8_6_[4, 6]_2_0",71,8,6,6,2,0
"DF_71_8_6_[4, 6]_2_2",71,8,6,6,2,2
"DF_71_8_6_[4, 6]_2_4",71,8,6,6,2,4
"DF_71_8_6_[4, 6]_2_6",71,8,6,6,2,6
"DF_71_9_2_[4, 6]_0_0",71,9,2,4,0,0
"DF_71_9_2_[4, 6]_0_2",71,9,2,4,0,2
"DF_71_9_2_[4, 6]_0_4",71,9,2,4,0,4
"DF_71_9_2_[4, 6]_0_6",71,9,2,4,0,6
"DF_71_9_2_[4, 6]_2_0",71,9,2,4,2,0
"DF_71_9_2_[4, 6]_2_2",71,9,2,4,2,2
"DF_71_9_2_[4, 6]_2_4",71,9,2,4,2,4
"DF_71_9_2_[4, 6]_2_6",71,9,2,4,2,6
"DF_71_9_2_[4, 6]_0_0",71,9,2,6,0,0
"DF_71_9_2_[4, 6]_0_2",71,9,2,6,0,2
"DF_71_9_2_[4, 6]_0_4",71,9,2,6,0,4
"DF_71_9_2_[4, 6]_0_6",71,9,2,6,0,6
"DF_71_9_2_[4, 6]_2_0",71,9,2,6,2,0
"DF_71_9_2_[4, 6]_2_2",71,9,2,6,2,2
"DF_71_9_2_[4, 6]_2_4",71,9,2,6,2,4
"DF_71_9_2_[4, 6]_2_6",71,9,2,6,2,6
"DF_71_9_4_[4, 6]_0_0",71,9,4,4,0,0
"DF_71_9_4_[4, 6]_0_2",71,9,4,4,0,2
"DF_71_9_4_[4, 6]_0_4",71,9,4,4,0,4
"DF_71_9_4_[4, 6]_0_6",71,9,4,4,0,6
"DF_71_9_4_[4, 6]_2_0",71,9,4,4,2,0
"DF_71_9_4_[4, 6]_2_2",71,9,4,4,2,2
"DF_71_9_4_[4, 6]_2_4",71,9,4,4,2,4
"DF_71_9_4_[4, 6]_2_6",71,9,4,4,2,6
"DF_71_9_4_[4, 6]_0_0",71,9,4,6,0,0
"DF_71_9_4_[4, 6]_0_2",71,9,4,6,0,2
"DF_71_9_4_[4, 6]_0_4",71,9,4,6,0,4
"DF_71_9_4_[4, 6]_0_6",71,9,4,6,0,6
"DF_71_9_4_[4, 6]_2_0",71,9,4,6,2,0
"DF_71_9_4_[4, 6]_2_2",71,9,4,6,2,2
"DF_71_9_4_[4, 6]_2_4",71,9,4,6,2,4
"DF_71_9_4_[4, 6]_2_6",71,9,4,6,2,6
"DF_71_9_6_[4, 6]_0_0",71,9,6,4,0,0
"DF_71_9_6_[4, 6]_0_2",71,9,6,4,0,2
"DF_71_9_6_[4, 6]_0_4",71,9,6,4,0,4
"DF_71_9_6_[4, 6]_0_6",71,9,6,4,0,6
"DF_71_9_6_[4, 6]_2_0",71,9,6,4,2,0
"DF_71_9_6_[4, 6]_2_2",71,9,6,4,2,2
"DF_71_9_6_[4, 6]_2_4",71,9,6,4,2,4
"DF_71_9_6_[4, 6]_2_6",71,9,6,4,2,6
"DF_71_9_6_[4, 6]_0_0",71,9,6,6,0,0
"DF_71_9_6_[4, 6]_0_2",71,9,6,6,0,2
"DF_71_9_6_[4, 6]_0_4",71,9,6,6,0,4
"DF_71_9_6_[4, 6]_0_6",71,9,6,6,0,6
"DF_71_9_6_[4, 6]_2_0",71,9,6,6,2,0
"DF_71_9_6_[4, 6]_2_2",71,9,6,6,2,2
"DF_71_9_6_[4, 6]_2_4",71,9,6,6,2,4
"DF_71_9_6_[4, 6]_2_6",71,9,6,6,2,6
"DF_71_10_2_[4, 6]_0_0",71,10,2,4,0,0
"DF_71_10_2_[4, 6]_0_2",71,10,2,4,0,2
"DF_71_10_2_[4, 6]_0_4",71,10,2,4,0,4
"DF_71_10_2_[4, 6]_0_6",71,10,2,4,0,6
"DF_71_10_2_[4, 6]_2_0",71,10,2,4,2,0
"DF_71_10_2_[4, 6]_2_2",71,10,2,4,2,2
"DF_71_10_2_[4, 6]_2_4",71,10,2,4,2,4
"DF_71_10_2_[4, 6]_2_6",71,10,2,4,2,6
"DF_71_10_2_[4, 6]_0_0",71,10,2,6,0,0
"DF_71_10_2_[4, 6]_0_2",71,10,2,6,0,2
"DF_71_10_2_[4, 6]_0_4",71,10,2,6,0,4
"DF_71_10_2_[4, 6]_0_6",71,10,2,6,0,6
"DF_71_10_2_[4, 6]_2_0",71,10,2,6,2,0
"DF_71_10_2_[4, 6]_2_2",71,10,2,6,2,2
"DF_71_10_2_[4, 6]_2_4",71,10,2,6,2,4
"DF_71_10_2_[4, 6]_2_6",71,10,2,6,2,6
"DF_71_10_4_[4, 6]_0_0",71,10,4,4,0,0
"DF_71_10_4_[4, 6]_0_2",71,10,4,4,0,2
"DF_71_10_4_[4, 6]_0_4",71,10,4,4,0,4
"DF_71_10_4_[4, 6]_0_6",71,10,4,4,0,6
"DF_71_10_4_[4, 6]_2_0",71,10,4,4,2,0
"DF_71_10_4_[4, 6]_2_2",71,10,4,4,2,2
"DF_71_10_4_[4, 6]_2_4",71,10,4,4,2,4
"DF_71_10_4_[4, 6]_2_6",71,10,4,4,2,6
"DF_71_10_4_[4, 6]_0_0",71,10,4,6,0,0
"DF_71_10_4_[4, 6]_0_2",71,10,4,6,0,2
