MeasureID,BldgType,BldgVint,BldgLoc,BldgConst,Tstat
Office_5_5_2_2_3,5,5,2,2,3
Office_5_5_2_2_4,5,5,2,2,4
Office_5_5_2_2_5,5,5,2,2,5
Office_5_5_2_4_1,5,5,2,4,1
Office_5_5_2_4_2,5,5,2,4,2
Office_5_5_2_4_3,5,5,2,4,3
Office_5_5_2_4_4,5,5,2,4,4
Office_5_5_2_4_5,5,5,2,4,5
Office_5_5_3_2_1,5,5,3,2,1
Office_5_5_3_2_2,5,5,3,2,2
Office_5_5_3_2_3,5,5,3,2,3
Office_5_5_3_2_4,5,5,3,2,4
Office_5_5_3_2_5,5,5,3,2,5
Office_5_5_3_4_1,5,5,3,4,1
Office_5_5_3_4_2,5,5,3,4,2
Office_5_5_3_4_3,5,5,3,4,3
Office_5_5_3_4_4,5,5,3,4,4
Office_5_5_3_4_5,5,5,3,4,5
Office_5_5_4_2_1,5,5,4,2,1
Office_5_5_4_2_2,5,5,4,2,2
Office_5_5_4_2_3,5,5,4,2,3
Office_5_5_4_2_4,5,5,4,2,4
Office_5_5_4_2_5,5,5,4,2,5
Office_5_5_4_4_1,5,5,4,4,1
Office_5_5_4_4_2,5,5,4,4,2
Office_5_5_4_4_3,5,5,4,4,3
Office_5_5_4_4_4,5,5,4,4,4
Office_5_5_4_4_5,5,5,4,4,5
Office_5_5_5_2_1,5,5,5,2,1
Office_5_5_5_2_2,5,5,5,2,2
Office_5_5_5_2_3,5,5,5,2,3
Office_5_5_5_2_4,5,5,5,2,4
Office_5_5_5_2_5,5,5,5,2,5
Office_5_5_5_4_1,5,5,5,4,1
Office_5_5_5_4_2,5,5,5,4,2
Office_5_5_5_4_3,5,5,5,4,3
Office_5_5_5_4_4,5,5,5,4,4
Office_5_5_5_4_5,5,5,5,4,5
