Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Electricity:Facility [J](TimeStep),Fans:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep) 
 04/05  11:00:00,27.8,32.0,135137160.62408153,3969890.7266104447,31880882.330743519,6785.229597662919,43422739.389948237 
 04/05  11:15:00,28.425,30.25,136251259.3689012,4030461.1329715519,33283105.37908704,148004.1759829632,43422739.389948237 
 04/05  11:30:00,29.05,28.5,137905823.31354708,4104190.260606206,34951188.856958378,60755.51512288075,43422739.389948237 
 04/05  11:45:00,29.675,26.75,139546543.29045264,4166626.5845465136,36590228.02504651,0.0,43422739.389948237 
 04/05  12:00:00,30.3,25.0,141348607.88678757,4224398.419901425,38334520.78602652,0.0,43422739.389948237 
 04/05  12:15:00,30.3,24.5,144437856.9884078,4353352.302991293,39359957.29334155,0.0,43422739.389948237 
 04/05  12:30:00,30.3,24.0,144886512.22574143,4389778.670713895,39772186.16295258,0.0,43422739.389948237 
 04/05  12:45:00,30.3,23.5,145402700.49027357,4434188.012347705,40243965.08585091,0.0,43422739.389948237 
 04/05  13:00:00,30.3,23.0,145918158.3935964,4479560.053749704,40714050.94777175,0.0,43422739.389948237 
 04/05  13:15:00,30.3,23.5,142456973.1672615,4419281.125780736,40492023.770284969,0.0,43422739.389948237 
 04/05  13:30:00,30.3,24.0,142826433.35602758,4452633.910263017,40828131.17456874,0.0,43422739.389948237 
 04/05  13:45:00,30.3,24.5,143080753.9225585,4479769.831961954,41055315.81940073,0.0,43422739.389948237 
 04/05  14:00:00,30.3,25.0,143539561.646955,4537180.330004546,41456713.04575465,0.0,43422739.389948237 
 04/05  14:15:00,30.3,24.5,144680100.89397428,4684431.252435492,42450001.37034297,0.0,43422739.389948237 
 04/05  14:30:00,30.3,24.0,145783092.46554286,4831892.918935444,43405531.27541162,0.0,43422739.389948237 
 04/05  14:45:00,30.3,23.5,146779249.75157929,4965146.618607276,44268434.86177622,0.0,43422739.389948237 
 04/05  15:00:00,30.3,23.0,147727686.0272584,5093151.096592784,45088866.65946978,0.0,43422739.389948237 
 04/05  15:15:00,29.975,23.5,151017403.19763283,5305146.819387374,45565687.00814852,0.0,43422739.389948237 
 04/05  15:30:00,29.65,24.0,151069870.70318363,5417421.551576539,45505879.78151017,0.0,43422739.389948237 
 04/05  15:45:00,29.325,24.5,150797905.42710767,5476060.881107828,45175275.1759029,0.0,43422739.389948237 
 04/05  16:00:00,29.0,25.0,150348437.50560046,5504893.46843267,44696974.667070869,0.0,43422739.389948237 
 04/05  16:15:00,27.425,31.5,134901325.6189699,5126862.979510928,39478315.556854,0.0,33773241.74773752 
 04/05  16:30:00,25.85,38.0,130450217.3272144,4996304.405657245,35157765.83895221,0.0,33773241.74773752 
 04/05  16:45:00,24.275,44.5,127383758.77666888,4828923.5368211329,32258688.157242754,0.0,33773241.74773752 
 04/05  17:00:00,22.7,51.0,124467859.95955602,4672094.083171466,29499618.79377956,0.0,33773241.74773752 
 04/05  17:15:00,22.375,52.5,87107902.22718853,3916675.0880331636,26643525.89042237,0.0,24123744.105526806 
 04/05  17:30:00,22.049999999999998,54.0,86093779.83346649,3797772.5384898546,25748306.046243654,0.0,24123744.105526806 
 04/05  17:45:00,21.724999999999999,55.5,85354376.5704047,3728905.0966890875,25010158.39708899,67611.82789362478,24123744.105526806 
 04/05  18:00:00,21.4,57.0,84815935.21525474,3688693.5984320614,24365978.244572209,213562.12351748954,24123744.105526806 
 04/05  18:15:00,21.049999999999998,58.5,95396528.79766442,3679899.3605203439,23761010.584136957,396229.6921862189,24123744.105526806 
 04/05  18:30:00,20.7,60.0,94883926.98910609,3669055.2480969179,23124493.899310609,530988.6808776595,24123744.105526806 
 04/05  18:45:00,20.35,61.5,94327821.8500206,3659116.702949629,22468402.522864939,640913.4633851417,24123744.105526806 
 04/05  19:00:00,20.0,63.0,93751752.00444348,3650065.2859228115,21791707.303781637,750590.2539181314,24123744.105526806 
 04/05  19:15:00,19.375,64.75,78649656.80297533,3642522.328347557,20318928.843644576,1603062.9334783874,14474246.463316074 
 04/05  19:30:00,18.75,66.5,77737178.75356497,3642522.328347557,18825187.468286735,2184326.2594258587,14474246.463316074 
 04/05  19:45:00,18.125,68.25,76693707.73783446,3642522.328347557,17277375.241682356,2688667.4702997386,14474246.463316074 
 04/05  20:00:00,17.5,70.0,75871067.58201935,3642522.328347557,15673612.568368666,3469789.9877983068,14474246.463316074 
 04/05  20:15:00,17.025,72.0,74699736.40766451,3642522.328347557,14536605.836998549,4591421.588769624,14474246.463316074 
 04/05  20:30:00,16.55,74.0,74660165.44628586,3642522.328347557,13344781.88781451,5743674.576575031,14474246.463316074 
 04/05  20:45:00,16.075,76.0,74688532.45541097,3642522.328347557,12096138.780468468,7020684.693046188,14474246.463316074 
 04/05  21:00:00,15.6,78.0,74647891.07569959,3642522.328347557,10788407.611561586,8287774.482241694,14474246.463316074 
 04/05  21:15:00,15.424999999999999,78.75,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/05  21:30:00,15.25,79.5,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/05  21:45:00,15.075000000000001,80.25,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/05  22:00:00,14.9,81.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/05  22:15:00,14.825000000000001,81.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/05  22:30:00,14.75,81.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/05  22:45:00,14.674999999999999,81.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/05  23:00:00,14.6,81.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/05  23:15:00,14.45,80.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/05  23:30:00,14.3,80.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/05  23:45:00,14.15,80.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/05  24:00:00,14.0,80.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  00:15:00,13.75,82.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  00:30:00,13.5,84.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  00:45:00,13.25,86.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  01:00:00,13.0,89.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  01:15:00,12.55,89.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  01:30:00,12.1,89.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  01:45:00,11.649999999999999,89.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  02:00:00,11.2,89.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  02:15:00,10.724999999999998,90.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  02:30:00,10.25,91.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  02:45:00,9.775,92.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  03:00:00,9.3,93.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  03:15:00,9.3,93.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  03:30:00,9.3,93.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  03:45:00,9.3,93.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  04:00:00,9.3,93.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  04:15:00,9.3,93.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/06  04:30:00,9.3,93.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/06  04:45:00,9.3,93.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/06  05:00:00,9.3,93.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/06  05:15:00,9.125,94.75,64923031.681782867,3931382.7521354269,0.0,23536708.73941476,4824748.821105361 
 04/06  05:30:00,8.95,96.5,69412841.05224635,3642522.328347557,0.0,28315378.5336661,4824748.821105361 
 04/06  05:45:00,8.774999999999999,98.25,57329645.03026848,3642522.328347557,0.0,29555782.51168824,4824748.821105361 
 04/06  06:00:00,8.6,100.0,57580666.10513286,3642522.328347557,0.0,29806803.586552636,4824748.821105361 
 04/06  06:15:00,8.899999999999999,100.0,72030526.14111114,3642522.328347557,0.0,24492550.5957048,14474246.463316074 
 04/06  06:30:00,9.2,100.0,71279083.95412782,3642522.328347557,0.0,23741108.408721489,14474246.463316074 
 04/06  06:45:00,9.5,100.0,70706744.98574203,3642522.328347557,0.0,23168769.440335707,14474246.463316074 
 04/06  07:00:00,9.8,100.0,70326599.72860548,3642522.328347557,0.0,22788624.18319914,14474246.463316074 
 04/06  07:15:00,9.975000000000002,100.0,122347200.24887255,3642522.328347557,0.0,11911361.297680842,43422739.389948237 
 04/06  07:30:00,10.15,100.0,120885628.96196294,3794204.688980109,0.0,10298107.650138669,43422739.389948237 
 04/06  07:45:00,10.325,100.0,119711171.972988,3818662.8513620544,0.0,9099192.49878182,43422739.389948237 
 04/06  08:00:00,10.5,100.0,118700474.38562775,3839382.4299250824,0.0,8067775.332858519,43422739.389948237 
 04/06  08:15:00,10.675,100.0,110164871.98414336,3642522.328347557,0.0,7242747.318665914,43422739.389948237 
 04/06  08:30:00,10.85,100.0,109580890.97083785,3642522.328347557,0.0,6658766.3053604,43422739.389948237 
 04/06  08:45:00,11.024999999999999,100.0,108969347.98813148,3646109.5905361028,0.0,6043636.060465483,43422739.389948237 
 04/06  09:00:00,11.2,100.0,108418880.06347235,3651519.8877030306,0.0,5487757.838639442,43422739.389948237 
 04/06  09:15:00,11.849999999999998,96.75,106089374.87004356,3642522.328347557,0.0,4901184.270500221,43422739.389948237 
 04/06  09:30:00,12.5,93.5,106135726.1862219,3642522.328347557,639938.5297932968,4307597.056885239,43422739.389948237 
 04/06  09:45:00,13.150000000000003,90.25,107813560.48375456,3642522.328347557,3088099.0032503178,3537270.8809608968,43422739.389948237 
 04/06  10:00:00,13.8,87.0,109324825.71168354,3642522.328347557,5355554.37979847,2781080.7323417009,43422739.389948237 
 04/06  10:15:00,14.925,82.75,114126790.23957083,3674547.8031620618,9118075.53622,2054564.5630588909,43422739.389948237 
 04/06  10:30:00,16.05,78.5,116899655.10729419,3683713.128217102,12525040.375876639,1411299.266070549,43422739.389948237 
 04/06  10:45:00,17.175,74.25,119656460.40016456,3692332.9982302349,15626703.256465586,1057821.8083388457,43422739.389948237 
 04/06  11:00:00,18.3,70.0,122265283.2649149,3700300.1364309389,18443796.511796018,841584.2795580643,43422739.389948237 
 04/06  11:15:00,18.625,70.0,123522638.02479609,3746668.6960365849,19666902.579210599,1319378.0686892935,43422739.389948237 
 04/06  11:30:00,18.950000000000004,70.0,124488750.64775069,3759277.703132311,20794275.441372865,1145508.8223859247,43422739.389948237 
 04/06  11:45:00,19.275000000000003,70.0,125570167.6572322,3767541.0178811599,21918954.49467048,1093983.4638209469,43422739.389948237 
 04/06  12:00:00,19.6,70.0,126579627.84333705,3780119.8759727769,23077838.107941949,931981.178562734,43422739.389948237 
 04/06  12:15:00,19.6,68.75,127559231.0947303,3822284.6786553368,22869800.342202844,142598.68179719687,43422739.389948237 
 04/06  12:30:00,19.6,67.5,127267028.5610689,3859741.2470832157,22642395.117184707,40344.804726052236,43422739.389948237 
 04/06  12:45:00,19.6,66.25,127054648.33773934,3901859.3877943495,22428241.55787004,0.0,43422739.389948237 
 04/06  13:00:00,19.6,65.0,126843115.7555875,3935394.146540489,22183174.21697208,0.0,43422739.389948237 
 04/06  13:15:00,19.75,64.5,123705559.51585865,3863292.6779174797,22296598.566745365,0.0,43422739.389948237 
 04/06  13:30:00,19.9,64.0,124067660.12230425,3870181.592477584,22651810.258630855,0.0,43422739.389948237 
 04/06  13:45:00,20.049999999999998,63.5,124409700.1850558,3872759.5293460015,22991272.38451398,0.0,43422739.389948237 
 04/06  14:00:00,20.2,63.0,124711371.11246799,3867871.411450902,23297831.429821277,0.0,43422739.389948237 
 04/06  14:15:00,20.049999999999998,63.0,124193588.11024589,3858319.7917303654,22789600.04731971,0.0,43422739.389948237 
 04/06  14:30:00,19.9,63.0,123902740.3224101,3896429.907009386,22460642.144204905,0.0,43422739.389948237 
 04/06  14:45:00,19.75,63.0,123898178.96951063,4000695.843995582,22351814.85431922,0.0,43422739.389948237 
 04/06  15:00:00,19.6,63.0,123836818.7783639,4096584.203939346,22194566.30322872,0.0,43422739.389948237 
 04/06  15:15:00,19.6,61.25,126623181.55306907,4272713.853926862,22203898.329045293,0.0,43422739.389948237 
 04/06  15:30:00,19.6,59.5,126492773.13136998,4367433.848538135,21978769.91273492,0.0,43422739.389948237 
 04/06  15:45:00,19.6,57.75,126162594.61644952,4408227.068813613,21607798.177538989,0.0,43422739.389948237 
 04/06  16:00:00,19.6,56.0,125738999.03071106,4419711.097820394,21172718.56279375,0.0,43422739.389948237 
 04/06  16:15:00,18.625,60.75,113603848.32417059,4246861.195376299,18884664.837238634,176175.20895069079,33773241.74773752 
 04/06  16:30:00,17.65,65.5,111473003.95027679,4190372.9168187875,16724536.882234503,261947.06861851816,33773241.74773752 
 04/06  16:45:00,16.674999999999998,70.25,109017741.82055211,4098357.1672201675,14237503.102484979,385734.4682420049,33773241.74773752 
 04/06  17:00:00,15.7,75.0,106269099.03342791,3991985.9411099238,11461715.462172155,519250.5475408559,33773241.74773752 
 04/06  17:15:00,15.374999999999999,75.5,71100131.0408175,3642522.328347557,9746075.10066874,1163832.3630682256,24123744.105526806 
 04/06  17:30:00,15.05,76.0,70651224.20682927,3642522.328347557,8739999.046252277,1721001.5834964407,24123744.105526806 
 04/06  17:45:00,14.725000000000002,76.5,70071528.35898203,3642522.328347557,7726028.905383729,2155275.8765177505,24123744.105526806 
 04/06  18:00:00,14.4,77.0,69392466.18053228,3642522.328347557,6703860.168236498,2498382.435215229,24123744.105526806 
 04/06  18:15:00,14.4,77.0,81016405.31938875,3642522.328347557,6703860.179076411,3110633.651143901,24123744.105526806 
 04/06  18:30:00,14.4,77.0,81518100.82236324,3642522.328347557,6703860.1790764,3612329.1541184114,24123744.105526806 
 04/06  18:45:00,14.4,77.0,82033067.34660608,3642522.328347557,6703860.179076407,4127295.6783612489,24123744.105526806 
 04/06  19:00:00,14.4,77.0,82750441.92914286,3642522.328347557,6703860.179076403,4844670.260898031,24123744.105526806 
 04/06  19:15:00,14.25,77.0,70689845.23307176,3642522.328347557,6211973.486849496,7750206.720369906,14474246.463316074 
 04/06  19:30:00,14.100000000000002,77.0,71304479.51347395,3642522.328347557,5720958.92751508,8855855.560106487,14474246.463316074 
 04/06  19:45:00,13.950000000000001,77.0,71671525.30554176,3642522.328347557,5230956.636257329,9712903.643432055,14474246.463316074 
 04/06  20:00:00,13.8,77.0,71923639.7863898,3642522.328347557,4741808.647503859,10454166.113033563,14474246.463316074 
 04/06  20:15:00,13.8,77.0,71714388.84770285,3642522.328347557,4741594.617650503,11401085.248155998,14474246.463316074 
 04/06  20:30:00,13.8,77.0,72606870.8047411,3642522.328347557,4741284.4749760809,12293877.347868702,14474246.463316074 
 04/06  20:45:00,13.8,77.0,73563059.06188706,3642522.328347557,4740974.418934642,13250375.66105607,14474246.463316074 
 04/06  21:00:00,13.8,77.0,74528781.15569304,3642522.328347557,4740664.539724514,14216407.634072209,14474246.463316074 
 04/06  21:15:00,13.625000000000002,78.5,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/06  21:30:00,13.45,80.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/06  21:45:00,13.274999999999999,81.5,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/06  22:00:00,13.1,83.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/06  22:15:00,12.95,83.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  22:30:00,12.8,84.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  22:45:00,12.65,85.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  23:00:00,12.5,86.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  23:15:00,12.4,85.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  23:30:00,12.3,84.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  23:45:00,12.2,83.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/06  24:00:00,12.1,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  00:15:00,11.95,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  00:30:00,11.8,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  00:45:00,11.65,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  01:00:00,11.5,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  01:15:00,11.2,83.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  01:30:00,10.9,84.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  01:45:00,10.600000000000002,85.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  02:00:00,10.3,86.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  02:15:00,9.950000000000001,87.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  02:30:00,9.600000000000002,89.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  02:45:00,9.25,91.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  03:00:00,8.9,93.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  03:15:00,9.075000000000001,91.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  03:30:00,9.25,89.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  03:45:00,9.424999999999999,87.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  04:00:00,9.6,86.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  04:15:00,9.424999999999999,86.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/07  04:30:00,9.25,86.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/07  04:45:00,9.075000000000001,86.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/07  05:00:00,8.9,86.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/07  05:15:00,8.775,87.75,73264349.8811769,3805959.724980135,0.0,32003449.965964088,4824748.821105361 
 04/07  05:30:00,8.65,89.5,76461155.79393178,3642522.328347557,0.0,35363693.275351557,4824748.821105361 
 04/07  05:45:00,8.525,91.25,61344446.828775379,3642522.328347557,0.0,33570584.31019514,4824748.821105361 
 04/07  06:00:00,8.4,93.0,58964789.70587281,3642522.328347557,0.0,31190927.18729257,4824748.821105361 
 04/07  06:15:00,9.025,88.25,70624911.81977275,3642522.328347557,0.0,23086936.27436641,14474246.463316074 
 04/07  06:30:00,9.65,83.5,68486253.7076788,3642522.328347557,0.0,20948278.162272466,14474246.463316074 
 04/07  06:45:00,10.275,78.75,67436737.59985788,3642522.328347557,0.0,19898762.05445154,14474246.463316074 
 04/07  07:00:00,10.9,74.0,66334093.85916408,3642522.328347557,0.0,18796118.313757745,14474246.463316074 
 04/07  07:15:00,11.675,69.25,119399337.18130565,3648864.969738774,0.0,8957155.588722729,43422739.389948237 
 04/07  07:30:00,12.45,64.5,117906753.23179575,3890549.6589142514,320665.17274940016,6902221.77728792,43422739.389948237 
 04/07  07:45:00,13.225,59.75,118765666.60508418,4021990.5046954269,2435013.3050775665,5515346.1724670459,43422739.389948237 
 04/07  08:00:00,14.0,55.0,120031533.32926941,4108443.0673737649,4402677.269505734,4727096.369545761,43422739.389948237 
 04/07  08:15:00,14.95,52.0,113967796.60287161,3926920.9721228566,6608657.703481832,4152615.590137016,43422739.389948237 
 04/07  08:30:00,15.9,49.0,115854142.98687881,3957953.9714077429,8838187.509879228,3778399.168461942,43422739.389948237 
 04/07  08:45:00,16.85,46.0,117645309.59789668,3969456.8531014479,10958444.908835983,3437805.498829318,43422739.389948237 
 04/07  09:00:00,17.8,43.0,119309777.06773113,3966554.611390457,12946283.9008662,3117336.2183445517,43422739.389948237 
 04/07  09:15:00,18.275000000000003,39.5,117885435.48421888,3909831.4105688806,13587029.019526191,2842906.7829280055,43422739.389948237 
 04/07  09:30:00,18.75,36.0,118585331.06691846,3856012.9184397927,14617345.201676943,2566304.6756059254,43422739.389948237 
 04/07  09:45:00,19.224999999999999,32.5,119135062.38582969,3780008.4906885309,15554554.35080485,2254831.2731404888,43422739.389948237 
 04/07  10:00:00,19.7,29.0,119602328.3164602,3696315.2544202648,16429944.521285164,1930400.2695589867,43422739.389948237 
 04/07  10:15:00,20.325,28.5,122657948.20647954,3702688.4500875009,18084493.529395779,1591163.8898663996,43422739.389948237 
 04/07  10:30:00,20.95,28.0,124106108.9920887,3720879.8566603607,19854449.492638608,1251177.3056598488,43422739.389948237 
 04/07  10:45:00,21.575,27.5,125587604.5201457,3755765.4378979739,21537303.195366697,1014933.5497511549,43422739.389948237 
 04/07  11:00:00,22.2,27.0,127304773.60100654,3830991.2651514068,23407778.915957754,786401.0827674865,43422739.389948237 
 04/07  11:15:00,23.0,25.25,129637235.07957855,3896256.884702902,25892272.298422509,1059017.2155935306,43422739.389948237 
 04/07  11:30:00,23.799999999999998,23.5,132175782.12051063,3970968.2242924275,28573193.320307048,841931.8950515422,43422739.389948237 
 04/07  11:45:00,24.599999999999999,21.75,133871195.76584026,4029354.3129164057,30412072.721417127,640080.0506471263,43422739.389948237 
 04/07  12:00:00,25.4,20.0,135464698.4454826,4077136.4738665188,32237046.040450775,360827.25030570206,43422739.389948237 
 04/07  12:15:00,25.4,19.0,137917093.0928927,4172154.7971846119,33020390.90363318,0.0,43422739.389948237 
 04/07  12:30:00,25.4,18.0,138277077.09888608,4195564.3189677069,33356965.38784342,0.0,43422739.389948237 
 04/07  12:45:00,25.4,17.0,138571186.87848566,4208451.971051939,33638187.51535876,0.0,43422739.389948237 
 04/07  13:00:00,25.4,16.0,138819736.22181765,4213922.026166944,33881266.803575757,0.0,43422739.389948237 
 04/07  13:15:00,25.9,17.25,135813984.66372965,4121324.0924974486,34146992.30003636,0.0,43422739.389948237 
 04/07  13:30:00,26.4,18.5,136783271.9109463,4137216.9855427194,35100386.65420774,0.0,43422739.389948237 
 04/07  13:45:00,26.9,19.75,137711290.26579467,4160235.6050595215,36005386.389539349,0.0,43422739.389948237 
 04/07  14:00:00,27.4,21.0,138652111.3880045,4187488.1838839997,36918954.93292471,0.0,43422739.389948237 
 04/07  14:15:00,27.699999999999997,20.5,139953991.42695133,4281031.529238032,38127291.62651746,0.0,43422739.389948237 
 04/07  14:30:00,28.0,20.0,141747578.61451084,4449373.770769834,39752536.572545189,0.0,43422739.389948237 
 04/07  14:45:00,28.300000000000006,19.5,143475740.5494536,4610335.5891316509,41319736.68912613,0.0,43422739.389948237 
 04/07  15:00:00,28.6,19.0,145122563.43200395,4761043.394180808,42815851.76662731,0.0,43422739.389948237 
 04/07  15:15:00,27.500000000000005,23.5,146377422.27962683,4943053.984393418,41287798.925136458,0.0,43422739.389948237 
 04/07  15:30:00,26.4,28.0,144213747.72267504,5021591.084190516,39045587.26838757,0.0,43422739.389948237 
 04/07  15:45:00,25.299999999999998,32.5,141338708.95751453,5042109.085108314,36150030.50230928,0.0,43422739.389948237 
 04/07  16:00:00,24.2,37.0,137444621.50572828,5028512.037958187,32269540.097673164,0.0,43422739.389948237 
 04/07  16:15:00,23.224999999999999,41.0,123125867.84125,4737127.185494943,28092593.573150085,0.0,33773241.74773752 
 04/07  16:30:00,22.25,45.0,121034945.0286728,4656619.349716078,26082178.59635174,0.0,33773241.74773752 
 04/07  16:45:00,21.275000000000003,49.0,119175229.80701903,4548016.500610195,24331066.223803849,0.0,33773241.74773752 
 04/07  17:00:00,20.3,53.0,117049674.47179167,4413747.496313744,22339779.892872946,0.0,33773241.74773752 
 04/07  17:15:00,19.85,53.75,79873087.68039124,3774038.6628798788,19528436.672818986,22911.095959390877,24123744.105526806 
 04/07  17:30:00,19.4,54.5,78657226.09383419,3680986.056083832,18194099.722379108,234439.0666382581,24123744.105526806 
 04/07  17:45:00,18.95,55.25,77754817.54783869,3667718.6260322385,17108099.24273675,431298.43033671766,24123744.105526806 
 04/07  18:00:00,18.5,56.0,76825648.25443591,3658629.7465894755,16024692.07948156,594625.1796318828,24123744.105526806 
 04/07  18:15:00,18.025,57.0,86873473.75647307,3648012.3857823407,14900715.258202408,765356.9516674348,24123744.105526806 
 04/07  18:30:00,17.55,58.0,85869770.87090262,3642522.328347557,13772590.551900167,895268.8298339949,24123744.105526806 
 04/07  18:45:00,17.075000000000004,59.0,85134980.0855722,3642522.328347557,12638258.697000066,1294809.8994036944,24123744.105526806 
 04/07  19:00:00,16.6,60.0,84477740.97356808,3642522.328347557,11482100.7488521,1793728.735547525,24123744.105526806 
 04/07  19:15:00,15.950000000000001,61.75,69616782.60556464,3642522.328347557,9904060.31336734,2985057.266344932,14474246.463316074 
 04/07  19:30:00,15.3,63.5,69332475.92800264,3642522.328347557,8267810.8587960009,4337000.043354263,14474246.463316074 
 04/07  19:45:00,14.65,65.25,69151842.7205338,3642522.328347557,6557557.717060117,5866619.977621313,14474246.463316074 
 04/07  20:00:00,14.0,67.0,68674427.61371595,3642522.328347557,4751974.448214295,7194788.139649282,14474246.463316074 
 04/07  20:15:00,13.7,69.5,67832144.62335819,3642522.328347557,3999254.6707436025,8261180.970718272,14474246.463316074 
 04/07  20:30:00,13.4,72.0,68196931.43064182,3642522.328347557,3202815.228263757,9422407.220481737,14474246.463316074 
 04/07  20:45:00,13.100000000000002,74.5,68583335.76002601,3642522.328347557,2361200.0501050606,10650426.728024628,14474246.463316074 
 04/07  21:00:00,12.8,77.0,68794000.57383915,3642522.328347557,1472480.8602839492,11749810.731658873,14474246.463316074 
 04/07  21:15:00,12.175,79.25,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/07  21:30:00,11.55,81.5,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/07  21:45:00,10.925,83.75,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/07  22:00:00,10.3,86.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 04/07  22:15:00,9.850000000000002,85.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  22:30:00,9.4,84.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  22:45:00,8.95,83.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  23:00:00,8.5,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  23:15:00,8.25,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  23:30:00,8.0,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  23:45:00,7.75,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/07  24:00:00,7.5,83.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 04/08  00:15:00,7.4,83.0,30217816.958574635,0.0,0.0,0.0,2412374.4105526807 
