Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Electricity:Facility [J](TimeStep),Fans:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep) 
 01/02  13:45:00,19.875,22.5,133978233.90045114,4916830.554154663,21218523.764435337,7118332.189786204,43422739.389948237 
 01/02  14:00:00,20.0,23.0,131839199.17812433,4873896.401666436,21493071.282619675,4747684.101763289,43422739.389948237 
 01/02  14:15:00,19.725,24.5,126037192.16394879,4791718.837474872,20361727.65868284,3338077.3965952445,43422739.389948237 
 01/02  14:30:00,19.45,26.0,124604089.42785773,4705005.6274560489,19246124.045914174,3107291.48329172,43422739.389948237 
 01/02  14:45:00,19.174999999999998,27.5,123010425.05204483,4542384.503395239,17946827.629064189,2975544.6483895929,43422739.389948237 
 01/02  15:00:00,18.9,29.0,121455290.5614045,4369703.477887992,16636083.06127888,2903835.751041789,43422739.389948237 
 01/02  15:15:00,18.775,29.0,120501346.08311282,4213063.7900674999,15810813.607298755,2931800.414550734,43422739.389948237 
 01/02  15:30:00,18.65,29.0,119635936.74824763,4078396.275307501,15055140.714829602,2956731.48691472,43422739.389948237 
 01/02  15:45:00,18.525,29.0,118946948.00681743,3946456.592101777,14312237.784566293,3142585.358953548,43422739.389948237 
 01/02  16:00:00,18.4,29.0,118422944.22307764,3829378.172867205,13619329.515914079,3428568.2631005386,43422739.389948237 
 01/02  16:15:00,17.125,32.25,118275044.50768133,3752623.2856664585,10313365.67486433,4062486.17705362,43422739.389948237 
 01/02  16:30:00,15.85,35.5,116549504.61113304,3683792.345942148,7283230.29178679,5435912.60330718,43422739.389948237 
 01/02  16:45:00,14.575000000000001,38.75,115554106.64138459,3682492.2480979135,4617866.457086323,7107178.566103427,43422739.389948237 
 01/02  17:00:00,13.3,42.0,128496305.9407593,3681245.052498347,2033403.1395583973,9311488.378605625,43422739.389948237 
 01/02  17:15:00,12.725000000000002,43.25,120827330.95144008,3744288.394188118,841050.1200836093,12622245.35456338,33773241.74773752 
 01/02  17:30:00,12.15,44.5,121143773.21053307,3743753.354052644,0.0,13780272.773875472,33773241.74773752 
 01/02  17:45:00,11.575,45.75,122057345.64333987,3744262.9540564867,0.0,14693335.606678412,33773241.74773752 
 01/02  18:00:00,11.0,47.0,122886250.8361096,3745204.5475030655,0.0,15521299.206001547,33773241.74773752 
 01/02  18:15:00,10.45,51.0,92790916.34979752,3642522.328347557,0.0,19277092.772716959,24123744.105526806 
 01/02  18:30:00,9.9,55.0,94152348.05931697,3642522.328347557,0.0,20638524.48223643,24123744.105526806 
 01/02  18:45:00,9.350000000000002,59.0,95356575.66022624,3642522.328347557,0.0,21842752.08314574,24123744.105526806 
 01/02  19:00:00,8.8,63.0,96899122.97474714,3642522.328347557,0.0,23385299.3976666,24123744.105526806 
 01/02  19:15:00,8.525,63.0,96164418.02533256,3642522.328347557,0.0,24962506.5361641,24123744.105526806 
 01/02  19:30:00,8.25,63.0,97574661.34419988,3642522.328347557,0.0,26372749.85503144,24123744.105526806 
 01/02  19:45:00,7.9750000000000009,63.0,98792509.99033395,3642522.328347557,0.0,27590598.501165496,24123744.105526806 
 01/02  20:00:00,7.7,63.0,99940338.69982788,3642522.328347557,0.0,28738427.210659405,24123744.105526806 
 01/02  20:15:00,7.425000000000001,63.0,94997094.91757497,3642522.328347557,0.0,38269429.89172262,14474246.463316074 
 01/02  20:30:00,7.15,63.0,97057215.74465245,3642522.328347557,0.0,40329550.71880008,14474246.463316074 
 01/02  20:45:00,6.874999999999999,63.0,98516620.01142285,3642522.328347557,0.0,41788954.98557048,14474246.463316074 
 01/02  21:00:00,6.6,63.0,99784916.92257487,3642522.328347557,0.0,43057251.896722499,14474246.463316074 
 01/02  21:15:00,6.0249999999999999,63.25,100696406.28754722,3642522.328347557,0.0,45124697.305650908,14474246.463316074 
 01/02  21:30:00,5.449999999999999,63.5,102127955.7819133,3642522.328347557,0.0,46556246.800016958,14474246.463316074 
 01/02  21:45:00,4.875,63.75,103429693.60793723,3642522.328347557,0.0,47857984.626040909,14474246.463316074 
 01/02  22:00:00,4.3,64.0,104690718.9972838,3642522.328347557,0.0,49119010.015387509,14474246.463316074 
 01/02  22:15:00,3.8249999999999999,65.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 01/02  22:30:00,3.3499999999999998,66.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 01/02  22:45:00,2.875,67.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 01/02  23:00:00,2.4,68.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 01/02  23:15:00,2.0749999999999999,66.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/02  23:30:00,1.75,64.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/02  23:45:00,1.425,62.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/02  24:00:00,1.1,61.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  00:15:00,0.9750000000000001,61.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  00:30:00,0.8500000000000001,62.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  00:45:00,0.725,62.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  01:00:00,0.6,63.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  01:15:00,0.7,63.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  01:30:00,0.8,63.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  01:45:00,0.9,63.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  02:00:00,1.0,64.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  02:15:00,1.15,64.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  02:30:00,1.3,65.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  02:45:00,1.4500000000000002,66.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  03:00:00,1.6,67.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  03:15:00,1.3250000000000002,66.75,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  03:30:00,1.05,66.5,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  03:45:00,0.775,66.25,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  04:00:00,0.5,66.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  04:15:00,0.5,66.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  04:30:00,0.5,66.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  04:45:00,0.5,66.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  05:00:00,0.5,66.0,35042565.779680009,0.0,0.0,0.0,2412374.4105526807 
 01/03  05:15:00,0.225,66.5,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 01/03  05:30:00,-0.04999999999999999,67.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 01/03  05:45:00,-0.32499999999999998,67.5,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 01/03  06:00:00,-0.6,68.0,37454940.19023269,0.0,0.0,0.0,4824748.821105361 
 01/03  06:15:00,-0.475,69.0,154706881.08972637,3642522.3283475569,0.0,113609418.57114607,4824748.821105361 
 01/03  06:30:00,-0.35,70.0,144108054.72344808,3642522.328347557,0.0,103010592.20486781,4824748.821105361 
 01/03  06:45:00,-0.225,71.0,137070110.53928335,3642522.328347557,0.0,95972648.02070305,4824748.821105361 
 01/03  07:00:00,-0.1,72.0,117446779.16139528,3642522.328347557,0.0,89672916.64281504,4824748.821105361 
 01/03  07:15:00,0.45,71.75,123112361.12743648,3642522.328347557,0.0,75574385.58203015,14474246.463316074 
 01/03  07:30:00,1.0,71.5,115924359.59946049,3642522.328347557,0.0,68386384.05405417,14474246.463316074 
 01/03  07:45:00,1.5500000000000003,71.25,109772167.37980256,3642522.328347557,0.0,62234191.83439623,14474246.463316074 
 01/03  08:00:00,2.1,71.0,104222039.52657439,3642522.328347557,0.0,56684063.98116806,14474246.463316074 
 01/03  08:15:00,3.1,64.5,140119780.21169988,3642522.3283475569,0.0,29683941.260508114,43422739.389948237 
 01/03  08:30:00,4.1,58.0,134608690.03263743,3642522.328347557,0.0,24172851.081445695,43422739.389948237 
 01/03  08:45:00,5.1,51.5,131900595.34762553,3710126.6259524219,0.0,21397152.09882896,43422739.389948237 
 01/03  09:00:00,6.1,45.0,130258865.80176685,3747029.6383097639,0.0,19718519.54061292,43422739.389948237 
 01/03  09:15:00,7.374999999999999,46.25,121195763.28397551,3642522.328347557,0.0,18273638.618498073,43422739.389948237 
 01/03  09:30:00,8.649999999999999,47.5,120051582.33990272,3722645.0186566675,0.0,17049334.98411614,43422739.389948237 
 01/03  09:45:00,9.924999999999999,48.75,119044935.10431008,3817777.4051572198,0.0,15947555.362022959,43422739.389948237 
 01/03  10:00:00,11.2,50.0,118213092.68280848,3948189.6036194798,0.0,14985300.742059129,43422739.389948237 
 01/03  10:15:00,11.349999999999998,53.25,116435077.6657318,4065612.794288948,0.0,14823796.600247054,43422739.389948237 
 01/03  10:30:00,11.5,56.5,116552547.92122932,4188730.1487093579,0.0,14818149.501324172,43422739.389948237 
 01/03  10:45:00,11.650000000000003,59.75,116280523.8161985,4296257.516925182,0.0,14438598.02807752,43422739.389948237 
 01/03  11:00:00,11.8,63.0,115516728.101954,4394499.888791092,0.0,13576559.941967078,43422739.389948237 
 01/03  11:15:00,12.525000000000003,60.5,116701092.46449992,4491757.279809413,591834.2470227454,12337898.600537876,43422739.389948237 
 01/03  11:30:00,13.25,58.0,117725423.39592712,4582263.703630165,2681557.6279889268,11181999.727178162,43422739.389948237 
 01/03  11:45:00,13.974999999999998,55.5,118927435.07718437,4649567.396126276,4715461.165172126,10282804.178756066,43422739.389948237 
 01/03  12:00:00,14.7,53.0,120220199.20864685,4704464.012784851,6680165.49389055,9555967.364841549,43422739.389948237 
 01/03  12:15:00,15.274999999999999,50.0,124187821.42009793,4713850.425116424,8051811.181963343,12632471.132158522,43422739.389948237 
 01/03  12:30:00,15.85,47.0,124543225.21787,4755449.609933324,9362622.743568616,11635464.183508458,43422739.389948237 
 01/03  12:45:00,16.425,44.0,124949387.38737354,4782552.779838451,10679683.502960435,10697462.423715016,43422739.389948237 
 01/03  13:00:00,17.0,41.0,125485135.65499968,4799005.176537564,12265562.409146974,9630879.388455555,43422739.389948237 
 01/03  13:15:00,17.0,42.25,124342333.74992937,4868197.777016364,12392015.453393409,6357573.1274446719,43422739.389948237 
