Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Electricity:Facility [J](TimeStep),Fans:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep) 
 04/07  17:00:00,20.3,53.0,79112004.0479452,5920904.924215634,20182882.819328224,0.0,17587304.685989366 
 04/07  17:15:00,19.85,53.75,50204078.09120932,4953027.237021255,17237326.419765369,0.0,10615054.023444904 
 04/07  17:30:00,19.4,54.5,48502046.95129033,4711960.516593469,15463005.941017744,0.0,10928410.082701324 
 04/07  17:45:00,18.95,55.25,47124222.97088892,4611362.708206138,13947731.209377822,0.0,11166458.642327162 
 04/07  18:00:00,18.5,56.0,46087360.729294788,4555841.164856939,12471342.86405561,0.0,11661506.28940444 
 04/07  18:15:00,18.025,57.0,49531457.42536571,4555841.164856939,10994407.807242677,0.0,11780526.665374013 
 04/07  18:30:00,17.55,58.0,47999255.71067039,4555841.164856939,9462206.092547359,0.0,11780526.665374013 
 04/07  18:45:00,17.075000000000004,59.0,46404405.8997123,4555841.164856939,7867356.281589269,0.0,11780526.665374013 
 04/07  19:00:00,16.6,60.0,44890187.60656228,4555841.164856939,6208662.327937196,144475.6605020533,11780526.665374013 
 04/07  19:15:00,15.950000000000001,61.75,38720816.228877808,4555841.164856939,3849370.6139716629,261238.21857445155,7853684.443582677 
 04/07  19:30:00,15.3,63.5,36335590.443515878,4555841.164856939,1342683.0194494357,382700.02773474677,7853684.443582677 
 04/07  19:45:00,14.65,65.25,35093382.59031625,4555841.164856939,0.0,483175.1939845573,7853684.443582677 
 04/07  20:00:00,14.0,67.0,35367745.05537448,4555841.164856939,0.0,757537.6590427861,7853684.443582677 
 04/07  20:15:00,13.7,69.5,34447901.38713349,4555841.164856939,0.0,1001363.3023446524,7853684.443582677 
 04/07  20:30:00,13.4,72.0,34884931.31956597,4555841.164856939,0.0,1438393.234777125,7853684.443582677 
 04/07  20:45:00,13.100000000000002,74.5,35374503.26883055,4555841.164856939,0.0,1927965.1840417104,7853684.443582677 
 04/07  21:00:00,12.8,77.0,35845970.38832176,4555841.164856939,0.0,2399432.3035329126,7853684.443582677 
 04/07  21:15:00,12.175,79.25,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 04/07  21:30:00,11.55,81.5,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 04/07  21:45:00,10.925,83.75,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 04/07  22:00:00,10.3,86.0,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 04/07  22:15:00,9.850000000000002,85.25,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 04/07  22:30:00,9.4,84.5,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 04/07  22:45:00,8.95,83.75,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 04/07  23:00:00,8.5,83.0,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 04/07  23:15:00,8.25,83.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/07  23:30:00,8.0,83.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/07  23:45:00,7.75,83.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/07  24:00:00,7.5,83.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/08  00:15:00,7.4,83.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  00:30:00,7.3,83.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  00:45:00,7.199999999999999,83.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  01:00:00,7.1,83.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  01:15:00,6.999999999999999,83.75,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  01:30:00,6.9,84.5,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  01:45:00,6.800000000000001,85.25,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  02:00:00,6.7,86.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  02:15:00,6.525,85.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  02:30:00,6.35,84.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  02:45:00,6.175,83.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  03:00:00,6.0,82.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  03:15:00,5.675,83.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  03:30:00,5.35,84.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  03:45:00,5.025,85.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  04:00:00,4.7,86.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  04:15:00,4.7,84.25,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  04:30:00,4.7,82.5,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  04:45:00,4.7,80.75,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  05:00:00,4.7,79.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  05:15:00,5.025,78.25,48107303.8883742,4863324.7343524419,0.0,18280124.455881183,3926842.2217913388 
 04/08  05:30:00,5.35,77.5,47521664.84657029,4555841.164856939,0.0,18001968.983572779,3926842.2217913388 
 04/08  05:45:00,5.675,76.75,37923951.6391438,4555841.164856939,0.0,15573281.83736505,3887166.1605725826 
 04/08  06:00:00,6.0,76.0,34758754.62169195,4555841.164856939,0.0,12550108.154201994,3745142.826283787 
 04/08  06:15:00,7.15,75.5,38234263.411671709,4555841.164856939,0.0,11473284.368518137,3642798.155775977 
 04/08  06:30:00,8.3,75.0,37225307.294228497,4555841.164856939,0.0,10464328.251074916,3642798.155775977 
 04/08  06:45:00,9.45,74.5,35642813.94407101,4565774.219532408,0.0,8997244.269944547,3517455.7320734106 
 04/08  07:00:00,10.6,74.0,34120955.15927832,4692817.210276619,0.0,7450687.164915449,3415111.061565602 
 04/08  07:15:00,11.75,68.75,40796190.902462359,4955471.229643537,0.0,4326520.243778202,10057319.549142955 
 04/08  07:30:00,12.899999999999999,63.5,39688119.11471097,5111751.867552765,0.0,3062167.8181175885,10057319.549142955 
 04/08  07:45:00,14.049999999999999,58.25,38991250.49083562,5250767.181099977,0.0,2226283.8806950168,10057319.549142955 
 04/08  08:00:00,15.2,53.0,39713436.903477478,5335068.506194987,1030508.8956244292,1833660.0726174382,10057319.549142955 
 04/08  08:15:00,15.524999999999999,53.75,42857386.72270321,5370175.6244408269,2347792.8711464025,1668144.4201884068,9977972.631829909 
 04/08  08:30:00,15.85,54.5,43934519.20408214,5378243.657367497,3657866.032450923,1427135.7073361353,9977972.631829909 
 04/08  08:45:00,16.175,55.25,44938241.09362117,5360543.425766269,4957404.272852511,1188693.0467313328,9938299.173173383 
 04/08  09:00:00,16.5,56.0,45947561.0721656,5326289.600431554,6242928.133002768,946742.9904602382,9938299.173173383 
 04/08  09:15:00,17.15,55.0,47138132.76039436,5284238.245876424,8586920.197126557,708125.9527774764,9938299.173173383 
 04/08  09:30:00,17.8,54.0,49079305.66200475,5228057.782584979,10781658.746207836,510740.76859804519,9938299.173173383 
 04/08  09:45:00,18.450000000000004,53.0,51048399.54920811,5223377.976741499,12902404.894124825,363768.3137278903,9938299.173173383 
 04/08  10:00:00,19.1,52.0,53089713.5233426,5277994.120465819,15008746.292459928,244124.74580295076,9938299.173173383 
 04/08  10:15:00,19.775000000000003,48.75,56727517.62515191,5325106.24009591,16685829.468054548,121312.25718754229,9938299.173173383 
 04/08  10:30:00,20.450000000000004,45.5,58162721.505917798,5376296.508946808,18190842.499750116,312.8374069701067,9938299.173173383 
 04/08  10:45:00,21.125,42.25,59506605.37139738,5409315.513313631,19502020.19826984,0.0,9938299.173173383 
 04/08  11:00:00,21.8,39.0,60661793.31705846,5430280.473396555,20636243.183848,0.0,9938299.173173383 
 04/08  11:15:00,22.6,37.0,50516858.08579454,5304817.282538054,21964152.261294769,0.0,4969149.586586691 
 04/08  11:30:00,23.4,35.0,51937909.485596347,5380266.269480498,23309754.674154127,0.0,4969149.586586691 
 04/08  11:45:00,24.2,33.0,52550736.123640958,5497640.406095919,23805207.17558331,0.0,4969149.586586691 
 04/08  12:00:00,25.0,31.0,53060919.84374591,5584946.853816974,24228084.447967218,0.0,4969149.586586691 
 04/08  12:15:00,25.175,30.5,50977888.05897745,5670688.584911329,24386649.555190118,0.0,4969149.586586691 
 04/08  12:30:00,25.35,30.0,51226017.786534819,5745286.798467927,24560181.06919088,0.0,4969149.586586691 
 04/08  12:45:00,25.525,29.5,51343262.350709449,5768265.717627259,24654446.714206175,0.0,4969149.586586691 
 04/08  13:00:00,25.7,29.0,51421930.60901768,5775531.663914714,24725849.02622696,0.0,4969149.586586691 
 04/08  13:15:00,26.349999999999999,28.25,50330808.33838145,5783485.236407386,25081359.822526635,0.0,4969149.586586691 
 04/08  13:30:00,27.0,27.5,50955757.60209278,5891890.850156857,25597903.4724885,0.0,4969149.586586691 
 04/08  13:45:00,27.650000000000003,26.75,51835605.29404934,6107614.978998029,26262027.03560388,0.0,4969149.586586691 
 04/08  14:00:00,28.3,26.0,52618123.46426726,6281797.703533996,26870362.48128584,0.0,4969149.586586691 
 04/08  14:15:00,28.3,25.5,51637472.38528686,6362328.268565325,26972850.148816959,0.0,4969149.586586691 
 04/08  14:30:00,28.3,25.0,51860571.705645058,6452360.770546498,27086078.936584608,0.0,4988987.61719607 
 04/08  14:45:00,28.3,24.5,51931323.36602664,6489458.116184323,27119733.25132838,0.0,4988987.61719607 
 04/08  15:00:00,28.3,24.0,51917234.688964288,6498645.29153616,27096457.39891419,0.0,4988987.61719607 
 04/08  15:15:00,28.150000000000003,24.25,51782708.4363096,6347434.397391807,26822224.712518123,0.0,4988987.61719607 
 04/08  15:30:00,28.0,24.5,51496730.42040779,6249634.611895774,26594370.420893603,0.0,5028663.678414825 
 04/08  15:45:00,27.849999999999999,24.75,50855482.42558699,6027769.157452884,26174987.880515696,0.0,5028663.678414825 
 04/08  16:00:00,27.7,25.0,50395134.89963697,5875405.291617322,25835668.61447559,0.0,5059999.284340467 
 04/08  16:15:00,26.549999999999998,28.75,44488526.953860778,5612141.755209179,25012927.14002303,0.0,1686666.4281134892 
 04/08  16:30:00,25.4,32.5,43692389.25537119,5494510.5036332909,24334420.693109335,0.0,1686666.4281134892 
 04/08  16:45:00,24.250000000000005,36.25,42646828.95031035,5300653.448333209,23455214.362528348,0.0,1714169.50893371 
 04/08  17:00:00,23.1,40.0,41853479.14980839,5077894.331442564,22840062.719251809,0.0,1758730.4685989372 
 04/08  17:15:00,22.275000000000003,40.5,12231798.939700589,0.0,0.0,0.0,1800511.276499794 
 04/08  17:30:00,21.450000000000004,41.0,12252689.343651016,0.0,0.0,0.0,1821401.6804502218 
 04/08  17:45:00,20.625,41.5,12292364.103588656,0.0,0.0,0.0,1861076.4403878614 
 04/08  18:00:00,19.8,42.0,12374872.044768202,0.0,0.0,0.0,1943584.3815674068 
 04/08  18:15:00,19.3,43.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  18:30:00,18.8,45.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  18:45:00,18.3,46.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  19:00:00,17.8,48.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  19:15:00,17.150000000000003,46.25,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  19:30:00,16.5,44.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  19:45:00,15.849999999999998,42.75,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  20:00:00,15.2,41.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  20:15:00,14.7,46.25,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  20:30:00,14.2,51.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  20:45:00,13.7,56.75,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  21:00:00,13.2,62.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  21:15:00,13.049999999999999,62.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  21:30:00,12.899999999999999,63.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  21:45:00,12.75,63.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  22:00:00,12.6,64.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  22:15:00,12.45,65.25,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  22:30:00,12.3,66.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  22:45:00,12.15,67.75,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  23:00:00,12.0,69.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/08  23:15:00,11.775,69.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  23:30:00,11.55,69.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  23:45:00,11.325,69.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/08  24:00:00,11.1,69.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  00:15:00,10.85,70.25,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  00:30:00,10.6,71.5,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  00:45:00,10.35,72.75,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  01:00:00,10.1,74.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  01:15:00,9.899999999999999,74.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  01:30:00,9.7,74.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  01:45:00,9.5,74.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  02:00:00,9.3,74.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  02:15:00,9.15,73.75,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  02:30:00,9.0,73.5,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  02:45:00,8.85,73.25,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  03:00:00,8.7,73.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  03:15:00,8.524999999999999,73.25,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  03:30:00,8.35,73.5,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  03:45:00,8.175,73.75,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  04:00:00,8.0,74.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  04:15:00,8.0,72.5,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  04:30:00,8.0,71.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  04:45:00,8.0,69.5,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  05:00:00,8.0,68.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  05:15:00,7.675,68.5,19524058.774096468,0.0,0.0,0.0,1963421.1108956694 
 04/09  05:30:00,7.35,69.0,19524058.774096468,0.0,0.0,0.0,1963421.1108956694 
 04/09  05:45:00,7.025,69.5,12374870.743487085,0.0,0.0,0.0,1943583.0802862913 
 04/09  06:00:00,6.7,70.0,12272523.470417045,0.0,0.0,0.0,1841235.807216251 
 04/09  06:15:00,7.3500000000000009,71.0,12252686.741088782,0.0,0.0,0.0,1821399.0778879885 
 04/09  06:30:00,8.0,72.0,12190015.5292375,0.0,0.0,0.0,1758727.8660367053 
 04/09  06:45:00,8.65,73.0,12190015.5292375,0.0,0.0,0.0,1758727.8660367053 
 04/09  07:00:00,9.3,74.0,12155900.63906823,0.0,0.0,0.0,1724612.9758674359 
 04/09  07:15:00,9.65,75.25,12107507.588057952,0.0,0.0,0.0,1676219.924857159 
 04/09  07:30:00,10.0,76.5,12107507.588057952,0.0,0.0,0.0,1676219.924857159 
 04/09  07:45:00,10.349999999999998,77.75,15070113.028408854,2962605.4403509015,0.0,0.0,1676219.924857159 
 04/09  08:00:00,10.7,79.0,15050276.299080594,2962605.4403509024,0.0,0.0,1656383.195528897 
 04/09  08:15:00,11.999999999999999,73.75,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  08:30:00,13.3,68.5,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  08:45:00,14.600000000000002,63.25,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  09:00:00,15.9,58.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  09:15:00,16.225,57.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  09:30:00,16.55,56.0,15417930.60925694,1478499.1999814036,1851760.5505458459,0.0,1656383.195528897 
 04/09  09:45:00,16.875,55.0,17457437.617186808,2220552.320166153,3149214.43829096,0.0,1656383.195528897 
 04/09  10:00:00,17.2,54.0,16154878.83322714,1484106.2403694986,2583101.7341279529,0.0,1656383.195528897 
 04/09  10:15:00,17.849999999999999,51.75,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  10:30:00,18.5,49.5,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  10:45:00,19.150000000000003,47.25,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  11:00:00,19.8,45.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  11:15:00,19.975,45.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  11:30:00,20.15,45.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  11:45:00,20.325,45.0,23600879.07988248,2550881.119800222,8962327.101352569,0.0,1656383.195528897 
 04/09  12:00:00,20.5,45.0,25902670.047132914,2962605.4403509024,10852393.748052318,0.0,1656383.195528897 
 04/09  12:15:00,21.15,42.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  12:30:00,21.8,39.0,27326329.263108575,3021912.331041527,12216746.073337354,0.0,1656383.195528897 
 04/09  12:45:00,22.450000000000004,36.0,36450559.567782569,4555841.164856939,19807047.544195936,0.0,1656383.195528897 
 04/09  13:00:00,23.1,33.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 04/09  13:15:00,23.425000000000006,33.75,29083824.916675677,2991198.8875783795,14004955.170367606,0.0,1656383.195528897 
 04/09  13:30:00,23.75,34.5,32337219.40346891,3493684.0151862476,16755864.52955297,0.0,1656383.195528897 
 04/09  13:45:00,24.074999999999997,35.25,21090278.813027558,1593235.7245060367,7409372.229791828,0.0,1656383.195528897 
 04/09  14:00:00,24.4,36.0,18065104.70211764,1019122.6793514014,4958311.16403655,0.0,1656383.195528897 
 04/09  14:15:00,23.924999999999998,38.0,33012307.40336747,3496097.127614473,17428539.41702331,0.0,1656383.195528897 
 04/09  14:30:00,23.45,40.0,21373252.34256866,1593235.7245060369,7692345.759332928,0.0,1656383.195528897 
 04/09  14:45:00,22.975,42.0,29605475.104512309,2962605.4403509024,14555198.805431713,0.0,1656383.195528897 
 04/09  15:00:00,22.5,44.0,38375991.43016281,4555841.164856939,21732479.40657618,0.0,1656383.195528897 
 04/09  15:15:00,22.15,45.25,21097307.80477969,1593235.7245060367,7409788.5446741669,0.0,1662995.8723986897 
 04/09  15:30:00,21.8,46.5,28952519.0929512,3155253.5265062886,13689756.677105844,0.0,1676221.2261382754 
 04/09  15:45:00,21.450000000000004,47.75,36518679.06181117,4555841.164856939,19855329.007615165,0.0,1676221.2261382754 
 04/09  16:00:00,21.1,49.0,20417024.19659286,1593235.7245060367,6716279.582747753,0.0,1676221.2261382754 
 04/09  16:15:00,20.625,50.25,26993964.259608538,3023634.130587421,11862821.239682045,0.0,1676221.2261382754 
 04/09  16:30:00,20.15,51.5,33583535.45468425,4555841.164856939,16920185.400488244,0.0,1676221.2261382754 
 04/09  16:45:00,19.674999999999998,52.75,19218325.95593939,1593235.7245060367,5507136.140119066,0.0,1686666.4281134892 
 04/09  17:00:00,19.2,54.0,24527996.281962955,2962605.4403509024,9375372.70981232,0.0,1758730.4685989372 
 04/09  17:15:00,18.375,57.75,27419554.813002837,4555841.164856939,12286422.336310026,0.0,1957052.7329360073 
 04/09  17:30:00,17.55,61.5,15679050.620443413,1593235.7245060369,3450751.449282844,0.0,2014824.867754669 
 04/09  17:45:00,16.725,65.25,10657008.17077995,0.0,0.0,0.0,2036769.5918800869 
 04/09  18:00:00,15.9,69.0,10770221.301872658,0.0,0.0,0.0,2149982.722972795 
 04/09  18:15:00,15.4,70.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  18:30:00,14.9,72.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  18:45:00,14.4,73.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  19:00:00,13.9,75.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  19:15:00,13.575000000000001,75.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  19:30:00,13.25,76.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  19:45:00,12.924999999999999,76.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  20:00:00,12.6,77.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  20:15:00,12.45,77.75,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  20:30:00,12.3,78.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  20:45:00,12.15,79.25,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  21:00:00,12.0,80.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  21:15:00,12.0,80.75,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  21:30:00,12.0,81.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  21:45:00,12.0,82.25,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  22:00:00,12.0,83.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  22:15:00,12.0,82.25,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  22:30:00,12.0,81.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  22:45:00,12.0,80.75,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  23:00:00,12.0,80.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 04/09  23:15:00,11.95,80.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  23:30:00,11.9,80.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  23:45:00,11.850000000000002,80.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/09  24:00:00,11.8,80.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 04/10  00:15:00,11.750000000000002,82.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  00:30:00,11.7,84.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  00:45:00,11.649999999999999,86.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  01:00:00,11.6,89.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  01:15:00,11.575,88.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  01:30:00,11.55,87.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  01:45:00,11.525,86.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  02:00:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  02:15:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  02:30:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  02:45:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  03:00:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  03:15:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  03:30:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  03:45:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  04:00:00,11.5,86.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 04/10  04:15:00,11.35,87.5,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 04/10  04:30:00,11.2,89.0,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 04/10  04:45:00,11.05,90.5,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 04/10  05:00:00,10.9,92.0,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 04/10  05:15:00,10.9,92.0,39680047.75897763,5274100.814874409,0.0,9442092.24596265,3926842.2217913388 
 04/10  05:30:00,10.9,92.0,30934887.64332499,4555841.164856939,0.0,8544541.780327488,3926842.2217913388 
 04/10  05:45:00,10.9,92.0,32063359.11187457,4555841.164856939,0.0,9673013.248877069,3926842.2217913388 
 04/10  06:00:00,10.9,92.0,35667026.99658008,4555841.164856939,0.0,13276681.13358257,3926842.2217913388 
 04/10  06:15:00,11.05,90.5,55957231.061502408,4555841.164856939,0.0,15650122.462578502,11661498.481717745 
 04/10  06:30:00,11.2,89.0,55266579.94588873,4555841.164856939,0.0,15335498.61807252,11285471.21061004 
 04/10  06:45:00,11.35,87.5,54540004.27417583,4555841.164856939,0.0,14846971.505985458,11047422.650984204 
 04/10  07:00:00,11.5,86.0,53937367.981485437,4555841.164856939,0.0,14244335.213295084,11047422.650984204 
 04/10  07:15:00,11.675,83.75,89852778.77274175,4788474.17227789,0.0,2044370.8455975226,31657101.58866068 
 04/10  07:30:00,11.85,81.5,89364589.12956719,5154742.928759184,0.0,1546973.5738503794,31300040.46075196 
 04/10  07:45:00,12.024999999999999,79.25,88529025.17972169,5111384.548313415,0.0,1318808.9111122043,30735999.554090404 
 04/10  08:00:00,12.2,77.0,87626697.7392406,5215252.131148538,0.0,876654.7944575487,30171958.647428849 
 04/10  08:15:00,12.524999999999999,76.25,79237727.80123036,4696815.350056905,0.0,569972.1625674967,30171958.647428849 
 04/10  08:30:00,12.85,75.5,78629783.60964053,4717048.469519127,0.0,179835.60345459288,29933917.8954897 
 04/10  08:45:00,13.175,74.75,78356365.16663848,4730258.897429487,0.0,12227.108511749157,29814897.519520128 
 04/10  09:00:00,13.5,74.0,78358795.64775734,4744916.487060091,0.0,0.0,29814897.519520128 
 04/10  09:15:00,13.65,73.5,76517673.25159252,4649298.058209565,0.0,0.0,29814897.519520128 
 04/10  09:30:00,13.8,73.0,76552250.41906333,4683875.225680377,0.0,0.0,29814897.519520128 
 04/10  09:45:00,13.95,72.5,76569083.49109259,4700708.297709648,0.0,0.0,29814897.519520128 
 04/10  10:00:00,14.1,72.0,76595150.09823916,4726774.904856203,0.0,0.0,29814897.519520128 
