Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Electricity:Facility [J](TimeStep),Fans:Electricity [J](TimeStep),Cooling:Electricity [J](TimeStep),Heating:Electricity [J](TimeStep),InteriorLights:Electricity [J](TimeStep) 
 07/02  09:30:00,21.35,65.5,30804563.935664085,2990473.231566597,15726419.845367793,0.0,1656383.195528897 
 07/02  09:45:00,21.624999999999998,63.25,40980667.31476008,4555841.164856939,24337155.29117345,0.0,1656383.195528897 
 07/02  10:00:00,21.9,61.0,22283196.333676086,1593235.7245060367,8602289.750440356,0.0,1656383.195528897 
 07/02  10:15:00,22.9,57.0,32171579.37259596,2962605.4403509024,17121303.073515364,0.0,1656383.195528897 
 07/02  10:30:00,23.9,53.0,44221921.86929013,4555841.164856939,27578409.845703499,0.0,1656383.195528897 
 07/02  10:45:00,24.9,49.0,22417549.05627486,1593235.7245060367,8736642.473039134,0.0,1656383.195528897 
 07/02  11:00:00,25.9,45.0,15966627.100222199,592521.0880701805,3286435.1534223279,0.0,1656383.195528897 
 07/02  11:15:00,26.449999999999997,42.25,32241945.168339738,2962605.4403509024,17191668.86925914,0.0,1656383.195528897 
 07/02  11:30:00,27.0,39.5,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 07/02  11:45:00,27.550000000000006,36.75,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 07/02  12:00:00,28.1,34.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 07/02  12:15:00,28.525000000000003,33.0,12087670.85872969,0.0,0.0,0.0,1656383.195528897 
 07/02  12:30:00,28.950000000000004,32.0,17267183.12483961,742053.1201847494,4437459.145925171,0.0,1656383.195528897 
 07/02  12:45:00,29.375,31.0,27061524.94221758,2125152.425662996,12848701.657824895,0.0,1656383.195528897 
 07/02  13:00:00,29.8,30.0,25124001.259389745,1939488.7148370387,11096841.685823013,0.0,1656383.195528897 
 07/02  13:15:00,29.8,30.0,29022092.769335167,2442177.5870568549,14492244.323548619,0.0,1656383.195528897 
 07/02  13:30:00,29.8,30.0,29722210.30316876,2551144.5601130027,15083394.884326062,0.0,1656383.195528897 
 07/02  13:45:00,29.8,30.0,30955104.392973667,2855004.366631477,16012429.167612497,0.0,1656383.195528897 
 07/02  14:00:00,29.8,30.0,33128707.961007097,3077341.964875535,17963695.137401869,0.0,1656383.195528897 
 07/02  14:15:00,30.1,30.75,32384349.814634086,3016037.214082008,17280641.741822389,0.0,1656383.195528897 
 07/02  14:30:00,30.4,31.5,32338102.42544902,3077708.177537024,17172723.389182308,0.0,1656383.195528897 
 07/02  14:45:00,30.7,32.25,33332403.065628373,3185001.818978217,18059730.387920467,0.0,1656383.195528897 
 07/02  15:00:00,31.0,33.0,32767624.018897974,3092569.577693682,17587383.582474598,0.0,1656383.195528897 
 07/02  15:15:00,30.7,33.0,32751798.869052669,3181979.422535779,17482148.587787197,0.0,1656383.195528897 
 07/02  15:30:00,30.4,33.0,33479160.95273584,3201326.6535859897,18190163.440420163,0.0,1656383.195528897 
 07/02  15:45:00,30.1,33.0,32665562.50837569,3092569.577693682,17485322.071952315,0.0,1656383.195528897 
 07/02  16:00:00,29.8,33.0,32348102.30977739,3185966.2711590195,17074465.179888678,0.0,1656383.195528897 
 07/02  16:15:00,29.525000000000003,35.0,33023223.746672054,3212010.454525253,17723542.43341711,0.0,1656383.195528897 
 07/02  16:30:00,29.25,37.0,32267705.181242747,3105713.04142858,17054483.250475099,0.0,1676221.2261382754 
 07/02  16:45:00,28.974999999999999,39.0,31911782.55719786,3181979.422535779,16622294.245323006,0.0,1676221.2261382754 
 07/02  17:00:00,28.7,41.0,32628764.17531732,3201326.6535859897,17319928.63239226,0.0,1676221.2261382754 
 07/02  17:15:00,28.275,43.0,30302701.810741888,3092569.577693682,16701003.35319268,0.0,1888890.30095566 
 07/02  17:30:00,27.85,45.0,29856795.556337298,3181979.422535779,16165687.253945994,0.0,1888890.30095566 
 07/02  17:45:00,27.425,47.0,30393588.21573189,3188765.438386376,16662194.74640084,0.0,1922389.4520448102 
 07/02  18:00:00,27.0,49.0,29530138.089435474,2971979.408235209,15992421.796328124,0.0,1945498.3059722749 
 07/02  18:15:00,26.425,50.25,29466383.56161395,3087676.8889715166,15665091.936316133,0.0,2093376.1574264409 
 07/02  18:30:00,25.85,51.5,30054868.29568215,3077341.964875535,16185361.744278798,0.0,2171926.0076279526 
 07/02  18:45:00,25.275,52.75,20437439.839104587,1484106.2403694988,8161169.012207273,0.0,2171926.0076279526 
 07/02  19:00:00,24.7,54.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  19:15:00,24.275,56.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  19:30:00,23.85,59.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  19:45:00,23.425,61.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  20:00:00,23.0,64.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  20:15:00,22.6,65.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  20:30:00,22.2,67.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  20:45:00,21.799999999999998,68.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  21:00:00,21.4,70.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  21:15:00,21.099999999999999,71.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  21:30:00,20.799999999999998,73.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  21:45:00,20.5,74.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  22:00:00,20.2,76.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  22:15:00,19.9,77.25,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  22:30:00,19.6,78.5,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  22:45:00,19.3,79.75,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  23:00:00,19.0,81.0,17921514.586527818,0.0,0.0,0.0,2171926.0076279526 
 07/02  23:15:00,18.675,81.75,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 07/02  23:30:00,18.35,82.5,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 07/02  23:45:00,18.025,83.25,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 07/02  24:00:00,17.7,84.0,15455613.586527816,0.0,0.0,0.0,2171926.0076279526 
 07/03  00:15:00,17.375,83.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  00:30:00,17.049999999999998,83.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  00:45:00,16.724999999999999,83.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  01:00:00,16.4,83.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  01:15:00,16.049999999999998,84.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  01:30:00,15.7,86.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  01:45:00,15.35,88.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  02:00:00,15.0,90.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  02:15:00,14.725,90.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  02:30:00,14.45,91.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  02:45:00,14.175,92.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  03:00:00,13.9,93.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  03:15:00,13.9,92.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  03:30:00,13.9,91.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  03:45:00,13.9,90.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  04:00:00,13.9,90.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  04:15:00,13.775,89.75,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 07/03  04:30:00,13.65,89.5,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 07/03  04:45:00,13.525,89.25,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 07/03  05:00:00,13.4,89.0,15793614.005538229,0.0,0.0,0.0,4299962.567005069 
 07/03  05:15:00,13.675,87.5,27129107.289558624,7451093.319660261,1860327.5844886888,125205.02155789327,3784818.887502544 
 07/03  05:30:00,13.95,86.0,22320509.07811104,4819495.171618272,0.0,0.0,3593351.4301435358 
 07/03  05:45:00,14.225,84.5,21980959.37327958,4555841.164856939,0.0,0.0,3517455.7320734106 
 07/03  06:00:00,14.5,83.0,21980959.37327958,4555841.164856939,0.0,0.0,3517455.7320734106 
 07/03  06:15:00,15.2,81.75,43241948.365208368,4773234.930308556,1240118.242837354,2774472.679046844,10364353.56066638 
 07/03  06:30:00,15.9,80.5,46671378.404444437,5070947.121423297,5014521.246532382,2211134.4407862,10285006.64335333 
 07/03  06:45:00,16.6,79.25,50087580.61684014,5357447.975079405,8756624.463803497,1638406.0409111963,10245333.184696807 
 07/03  07:00:00,17.3,78.0,53236645.5526873,5483945.312792942,12331317.586506645,1086280.516341685,10245333.184696807 
 07/03  07:15:00,18.0,76.75,111891633.14087168,9647530.564674523,20709311.76256264,0.0,30171958.647428849 
 07/03  07:30:00,18.700000000000004,75.5,117972207.66004293,10831225.510623347,25606191.335785107,0.0,30171958.647428849 
 07/03  07:45:00,19.400000000000003,74.25,122414319.08964022,11221964.55465894,29657563.721346767,0.0,30171958.647428849 
 07/03  08:00:00,20.1,73.0,126896247.10065764,11752211.496364963,33847285.54259732,0.0,29933917.8954897 
 07/03  08:15:00,20.675,69.0,118026348.2002093,10369350.741494758,33924097.922047737,0.0,29933917.8954897 
 07/03  08:30:00,21.25,65.0,119462436.208983,10651073.757502934,35197483.29078285,0.0,29814897.519520128 
 07/03  08:45:00,21.824999999999997,61.0,120836089.89336425,10776229.64087972,36445981.09178729,0.0,29814897.519520128 
 07/03  09:00:00,22.4,57.0,121943474.02727719,10898570.462640608,37431024.40393936,0.0,29814897.519520128 
 07/03  09:15:00,23.074999999999997,55.25,122725318.72989832,10882457.174260639,39974486.362254727,0.0,29814897.519520128 
 07/03  09:30:00,23.75,53.5,125850976.955344,11223381.472693032,42759220.28926802,0.0,29814897.519520128 
 07/03  09:45:00,24.425000000000006,51.75,125045864.47880729,11470538.29846884,41706950.98695551,0.0,29814897.519520128 
 07/03  10:00:00,25.1,50.0,126102750.62174262,11780654.137974335,42453721.29038534,0.0,29814897.519520128 
 07/03  10:15:00,25.975,47.75,129466191.4087875,12336141.906486076,43516170.341604199,0.0,29814897.519520128 
 07/03  10:30:00,26.85,45.5,130062404.88517565,12470063.122230286,43978462.60224813,0.0,29814897.519520128 
 07/03  10:45:00,27.725,43.25,130588273.5395643,12622953.747011733,44351440.63185535,0.0,29814897.519520128 
 07/03  11:00:00,28.6,41.0,131258218.19683641,12806132.750170518,44838206.28596866,0.0,29814897.519520128 
 07/03  11:15:00,29.150000000000003,39.0,131985257.33829248,12935482.851589755,44548510.22086823,0.0,29814897.519520128 
 07/03  11:30:00,29.700000000000004,37.0,132535880.20972732,12891830.259410434,45142785.684482369,0.0,29814897.519520128 
 07/03  11:45:00,30.25,35.0,132902414.55414866,12533422.459744428,45867727.828569728,0.0,29814897.519520128 
 07/03  12:00:00,30.8,33.0,133431112.35183504,12216612.782144309,46713235.30385625,0.0,29814897.519520128 
 07/03  12:15:00,30.950000000000004,32.75,137312997.8511833,14354703.642477718,47889828.40857977,0.0,29814897.519520128 
 07/03  12:30:00,31.1,32.5,138054887.52256019,14544495.569137872,48441926.153296489,0.0,29814897.519520128 
 07/03  12:45:00,31.249999999999998,32.25,139075153.73828379,14978520.70229387,49028167.23586409,0.0,29814897.519520128 
 07/03  13:00:00,31.4,32.0,140474588.95836265,15518562.294234047,49887560.864002767,0.0,29814897.519520128 
 07/03  13:15:00,31.699999999999997,30.25,137142923.171856,15227668.951825738,50046879.026647288,0.0,29814897.519520128 
 07/03  13:30:00,32.0,28.5,138702507.29205216,15948816.890249372,50885315.208419848,0.0,29814897.519520128 
 07/03  13:45:00,32.300000000000007,26.75,139824684.3757666,16369685.009450932,51586624.1729327,0.0,29814897.519520128 
 07/03  14:00:00,32.6,25.0,140940997.00805823,16843739.404248317,52228882.410426948,0.0,29814897.519520128 
 07/03  14:15:00,32.6,25.25,141661340.88208414,17178055.693262318,52614909.99543886,0.0,29814897.519520128 
 07/03  14:30:00,32.6,25.5,142320457.82168717,17510024.333597334,52942058.29470686,0.0,29814897.519520128 
 07/03  14:45:00,32.6,25.75,142730819.93078745,17707754.239652903,53154690.497751589,0.0,29814897.519520128 
 07/03  15:00:00,32.6,26.0,143098373.47349618,17879509.84761348,53350488.43249971,0.0,29814897.519520128 
 07/03  15:15:00,32.725,27.0,147875773.85815797,18865318.50881044,54523824.20499314,0.0,29814897.519520128 
 07/03  15:30:00,32.85,28.0,148459112.1863141,18831317.55806466,55141163.48389506,0.0,29814897.519520128 
 07/03  15:45:00,32.975,29.0,149404642.87051348,19094862.231609346,55823149.49454974,0.0,29814897.519520128 
 07/03  16:00:00,33.1,30.0,150260894.41899417,19232118.44053937,56542144.83410041,0.0,29814897.519520128 
 07/03  16:15:00,32.525000000000009,32.25,116130098.53825125,12994106.91647061,51085121.279381778,0.0,16629958.723986894 
 07/03  16:30:00,31.950000000000004,34.5,116338951.6046012,14278318.527519137,49877509.197287339,0.0,16762212.261382748 
 07/03  16:45:00,31.375,36.75,113966184.40548396,13438409.32473801,48344651.20095123,0.0,16762212.261382748 
 07/03  17:00:00,30.8,39.0,111544524.99804302,12625879.223213043,46735521.89503525,0.0,16762212.261382748 
 07/03  17:15:00,30.25,40.75,73193070.44712986,7046617.399830257,38502441.6439383,0.0,10245340.992383503 
 07/03  17:30:00,29.700000000000004,42.5,71133605.1131297,6819008.787071133,36670584.92269729,0.0,10245340.992383503 
 07/03  17:45:00,29.150000000000003,44.25,68723567.88514097,6224594.272105642,34673262.814166489,0.0,10427040.387891053 
 07/03  18:00:00,28.6,46.0,66650927.012349437,5750291.752512135,32949582.037265883,0.0,10552382.81159362 
 07/03  18:15:00,27.725,49.0,62906260.54784521,5312815.741003274,31167640.74106884,0.0,11354472.277881014 
 07/03  18:30:00,26.85,52.0,61157994.646726798,4831417.2069908459,29474718.986469859,0.0,11780526.665374013 
 07/03  18:45:00,25.975,55.0,60326048.827694717,4714387.416390927,28759802.95803769,0.0,11780526.665374013 
 07/03  19:00:00,25.1,58.0,66686158.66236245,4619543.4429418439,28085406.76615452,0.0,11780526.665374013 
 07/03  19:15:00,24.825000000000004,58.0,62292512.14369843,4569088.647537919,27669057.264685759,0.0,7853684.443582677 
 07/03  19:30:00,24.55,58.0,63054862.47828512,4555841.164856939,28444655.081953437,0.0,7853684.443582677 
 07/03  19:45:00,24.275,58.0,62607514.1603935,4555841.164856939,27997306.76406182,0.0,7853684.443582677 
 07/03  20:00:00,24.0,58.0,63081342.70862099,4555841.164856939,28471135.312289299,0.0,7853684.443582677 
 07/03  20:15:00,23.875,59.5,63253745.34386366,4555841.164856939,29807207.25907482,0.0,7853684.443582677 
 07/03  20:30:00,23.75,61.0,63401547.1483489,4555841.164856939,29955009.06356005,0.0,7853684.443582677 
 07/03  20:45:00,23.625,62.5,63548889.35660949,4555841.164856939,30102351.271820658,0.0,7853684.443582677 
 07/03  21:00:00,23.5,64.0,63693514.04559023,4555841.164856939,30246975.96080139,0.0,7853684.443582677 
 07/03  21:15:00,22.8,65.5,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 07/03  21:30:00,22.1,67.0,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 07/03  21:45:00,21.4,68.5,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 07/03  22:00:00,20.7,70.0,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 07/03  22:15:00,20.2,71.5,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 07/03  22:30:00,19.7,73.0,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 07/03  22:45:00,19.2,74.5,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 07/03  23:00:00,18.7,76.0,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 07/03  23:15:00,18.525,75.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  23:30:00,18.35,75.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  23:45:00,18.175,75.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/03  24:00:00,18.0,75.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  00:15:00,17.925,75.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  00:30:00,17.85,75.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  00:45:00,17.775,75.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  01:00:00,17.7,75.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  01:15:00,17.549999999999998,76.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  01:30:00,17.4,78.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  01:45:00,17.25,79.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  02:00:00,17.1,81.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  02:15:00,16.85,81.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  02:30:00,16.6,81.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  02:45:00,16.35,81.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  03:00:00,16.1,81.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  03:15:00,15.950000000000001,82.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  03:30:00,15.8,84.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  03:45:00,15.65,85.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  04:00:00,15.5,87.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  04:15:00,15.5,87.0,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 07/04  04:30:00,15.5,87.0,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 07/04  04:45:00,15.5,87.0,20500952.453789068,0.0,0.0,0.0,4343852.015255905 
 07/04  05:00:00,15.5,87.0,15837503.453789067,0.0,0.0,0.0,4343852.015255905 
 07/04  05:15:00,15.375,87.0,32720561.474411128,7429500.073991774,7399813.70072055,159090.2746282735,3824494.9487212996 
 07/04  05:30:00,15.25,87.0,24099972.36291923,4837555.632799892,1632606.578118851,0.0,3722147.6756512594 
 07/04  05:45:00,15.125,87.0,22878738.918005468,4555841.164856939,835108.3328746037,0.0,3580126.943924694 
 07/04  06:00:00,15.0,87.0,21918288.161428296,4555841.164856939,0.0,0.0,3454784.520222126 
 07/04  06:15:00,15.4,88.5,43786928.389147479,4555841.164856939,2368099.167495408,2408865.5437795196,10364353.56066638 
 07/04  06:30:00,15.8,90.0,45646628.90862989,4587728.05424685,4675400.891124202,2048397.8262127992,10245333.184696807 
 07/04  06:45:00,16.200000000000004,91.5,47839734.74653106,4672292.099602483,7152850.548438653,1804832.3851464629,10119990.760994239 
 07/04  07:00:00,16.6,93.0,50021353.91342511,4596239.31739811,9596616.423185487,1579065.0008415287,10159664.219650763 
 07/04  07:15:00,16.875,91.25,103829080.64522799,7109707.053113392,14263480.743909816,0.0,31093060.681999126 
 07/04  07:30:00,17.15,89.5,106483257.52067647,7697373.357409944,16499038.80741661,0.0,30924013.189644256 
 07/04  07:45:00,17.424999999999998,87.75,107586458.44629504,7923706.509238063,18127961.123422464,0.0,30171958.647428849 
 07/04  08:00:00,17.7,86.0,109679756.86479707,8279077.98341915,19865888.067743415,0.0,30171958.647428849 
 07/04  08:15:00,18.525,82.75,104679564.71938817,7665970.86317035,23399714.695520604,0.0,29814897.519520128 
 07/04  08:30:00,19.35,79.5,109190182.70106182,8225987.611370488,27350315.92899409,0.0,29814897.519520128 
 07/04  08:45:00,20.175,76.25,113672623.51819159,8721623.388793124,31337120.968701245,0.0,29814897.519520128 
 07/04  09:00:00,21.0,73.0,118687159.86927569,9348909.902262347,35724370.80631611,0.0,29814897.519520128 
 07/04  09:15:00,21.975,68.75,121521097.08413488,9700061.036703576,39952660.85404836,0.0,29814897.519520128 
 07/04  09:30:00,22.95,64.5,126576915.12115039,10422986.206325856,44285553.72144158,0.0,29814897.519520128 
 07/04  09:45:00,23.924999999999998,60.25,130294744.75904761,10774177.521758022,47652192.04390664,0.0,29814897.519520128 
 07/04  10:00:00,24.9,56.0,127307487.05895426,11129253.864563708,44309858.00100759,0.0,29814897.519520128 
 07/04  10:15:00,25.574999999999997,52.5,130530092.48512776,11691390.217234333,45224823.10719619,0.0,29814897.519520128 
 07/04  10:30:00,26.25,49.0,130790449.94135373,11842903.458052285,45333667.32260422,0.0,29814897.519520128 
 07/04  10:45:00,26.925000000000006,45.5,130754155.63341578,12020990.752521519,45119285.720197018,0.0,29814897.519520128 
 07/04  11:00:00,27.6,42.0,130663160.84721799,12177823.54984805,44871458.1366727,0.0,29814897.519520128 
 07/04  11:15:00,28.150000000000003,40.5,130841785.08517215,12209056.451944594,44131464.36739306,0.0,29814897.519520128 
 07/04  11:30:00,28.700000000000004,39.0,131026859.20398329,12268117.927891683,44257477.01025713,0.0,29814897.519520128 
 07/04  11:45:00,29.25,37.5,131619162.95960203,12527047.26724005,44590851.42652748,0.0,29814897.519520128 
 07/04  12:00:00,29.8,36.0,132306032.51458553,12505738.802489602,45299029.446261409,0.0,29814897.519520128 
 07/04  12:15:00,30.075000000000004,34.0,134835379.98503024,13459410.378937114,46307503.8059673,0.0,29814897.519520128 
 07/04  12:30:00,30.35,32.0,135606206.06951488,13861182.03434475,46676558.23504427,0.0,29814897.519520128 
 07/04  12:45:00,30.624999999999998,30.0,136384877.63857994,14238136.519793675,47078275.31866044,0.0,29814897.519520128 
 07/04  13:00:00,30.9,28.0,137562243.3168328,14796743.072351736,47697034.44435529,0.0,29814897.519520128 
 07/04  13:15:00,31.174999999999998,29.25,134501906.14732296,14497020.348144412,48136510.60579558,0.0,29814897.519520128 
 07/04  13:30:00,31.45,30.5,136346920.82815934,15198661.173523222,49279884.46125314,0.0,29814897.519520128 
 07/04  13:45:00,31.725,31.75,137836454.04165659,15599963.016581085,50368115.83169254,0.0,29814897.519520128 
 07/04  14:00:00,32.0,33.0,139501100.5502748,16059103.059112816,51573622.29777901,0.0,29814897.519520128 
 07/04  14:15:00,32.0,33.0,140249970.60151584,16349501.007782348,52032094.40035051,0.0,29814897.519520128 
 07/04  14:30:00,32.0,33.0,141034241.9605586,16638422.557576426,52527444.209599208,0.0,29814897.519520128 
 07/04  14:45:00,32.0,33.0,141479036.93616496,16749920.224288807,52860741.51849319,0.0,29814897.519520128 
 07/04  15:00:00,32.0,33.0,141906890.90883998,16890291.205717528,53148224.50973948,0.0,29814897.519520128 
 07/04  15:15:00,31.875,33.5,146080721.1752631,17763277.593113,53830812.43779573,0.0,29814897.519520128 
 07/04  15:30:00,31.75,34.0,146130481.20711018,17701399.44839884,53942450.61435693,0.0,29814897.519520128 
 07/04  15:45:00,31.625,34.5,146254971.75750698,17799279.087651224,53969061.525501359,0.0,29814897.519520128 
 07/04  16:00:00,31.5,35.0,146227119.03526227,17794862.120128074,53945625.77077977,0.0,29814897.519520128 
 07/04  16:15:00,31.2,36.0,114159339.59505095,13513303.559692724,48595165.69295936,0.0,16629958.723986894 
 07/04  16:30:00,30.9,37.0,112838582.37552059,13152760.54676155,47502697.948964338,0.0,16762212.261382748 
 07/04  16:45:00,30.6,38.0,110914819.02334568,12465005.368866638,46266689.77468431,0.0,16762212.261382748 
 07/04  17:00:00,30.3,39.0,109135625.7700355,11903989.4448645,45048512.44537629,0.0,16762212.261382748 
 07/04  17:15:00,29.75,40.75,71381108.01498519,6736399.955116652,37000696.65650725,0.0,10245340.992383503 
 07/04  17:30:00,29.200000000000004,42.5,69363780.36690237,6523727.904787328,35196041.05875376,0.0,10245340.992383503 
 07/04  17:45:00,28.650000000000003,44.25,67283579.32313676,6002305.559672644,33455562.964595267,0.0,10427040.387891053 
 07/04  18:00:00,28.1,46.0,65481135.9956174,5601657.501920911,31928425.271125068,0.0,10552382.81159362 
 07/04  18:15:00,27.575000000000004,47.5,62120177.66614023,5232325.3371232659,30462048.26324387,0.0,11354472.277881014 
 07/04  18:30:00,27.05,49.0,60881216.2008088,4830196.09555798,29199161.65198472,0.0,11780526.665374013 
 07/04  18:45:00,26.525,50.5,60098747.0224869,4695955.693329536,28550932.87589127,0.0,11780526.665374013 
 07/04  19:00:00,26.0,52.0,66607392.60099396,4604425.839735755,28021758.307992117,0.0,11780526.665374013 
 07/04  19:15:00,25.45,54.5,62253788.167771007,4556249.808708437,27643172.12758781,0.0,7853684.443582677 
 07/04  19:30:00,24.9,57.0,61956497.91107101,4555841.164856939,27346290.51473932,0.0,7853684.443582677 
 07/04  19:45:00,24.35,59.5,62885200.73653873,4555841.164856939,28274993.340207049,0.0,7853684.443582677 
 07/04  20:00:00,23.8,62.0,65051566.26237688,4555841.164856939,30441358.866045186,0.0,7853684.443582677 
 07/04  20:15:00,23.375,63.5,63163409.08696201,4555841.164856939,29716871.002173168,0.0,7853684.443582677 
 07/04  20:30:00,22.950000000000004,65.0,62392141.68132426,4555841.164856939,28945603.596535416,0.0,7853684.443582677 
 07/04  20:45:00,22.525000000000003,66.5,61566782.950238358,4555841.164856939,28120244.865449519,0.0,7853684.443582677 
 07/04  21:00:00,22.1,68.0,60684631.69342315,4555841.164856939,27238093.608634317,0.0,7853684.443582677 
 07/04  21:15:00,21.825000000000004,69.25,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 07/04  21:30:00,21.55,70.5,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 07/04  21:45:00,21.275,71.75,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 07/04  22:00:00,21.0,73.0,24963854.69814057,0.0,0.0,0.0,3926842.2217913388 
 07/04  22:15:00,20.75,74.25,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 07/04  22:30:00,20.5,75.5,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 07/04  22:45:00,20.25,76.75,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 07/04  23:00:00,20.0,78.0,23000433.587244899,0.0,0.0,0.0,1963421.1108956694 
 07/04  23:15:00,19.725,78.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  23:30:00,19.45,79.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  23:45:00,19.174999999999998,80.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/04  24:00:00,18.9,81.0,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/05  00:15:00,18.599999999999999,82.25,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/05  00:30:00,18.299999999999998,83.5,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
 07/05  00:45:00,18.0,84.75,18329026.446161115,0.0,0.0,0.0,2171926.0076279526 
